,id,title,name,abstract,year,title_use,abstract_mentions_count,doi,url
184,185,Comparing The Case-Mix Of Frail Older People At Home And Of Those Being Admitted Into Residential Care: A Longitudinal Study.,"de,almeida.mello.johanna","Background: In order to optimize interventions and services in the community, it is important to identify the profile of persons who are able to stay at home and of those who are being admitted into residential care. Understanding their needs and their use of resources is essential. The main objective of the study is to identify persons who are likely to enter residential care based upon their needs and resource utilization, so that care providers can plan interventions effectively and optimize services and resources to meet the persons' needs.Methods: This is a longitudinal quasi-experimental study. The data consists of primary data from the community setting collected every six months during the period of 2010-2016. Interventions had the goal of keeping older people longer at home. Participants were at least 65 years old and were living in the community. The interRAI Resource Utilization Group system (RUG-III) was used to calculate the case-mix indexes (CMI) of all participants. Comparisons were made between the case-mix of those who were still living at home and those who were admitted into residential care at follow-up.Results: A total of 10,289 older persons participated in the study (81.2 ± 7.1 yrs., 69.1% female). From this population, 853 participants (8.3%) were admitted into residential care. The CMI of the persons receiving night care at home were the highest (1.6 at baseline and 1.7 at the entry point of residential care), followed by persons receiving occupational therapy (1.5 at baseline and 1.6 at the entry point of residential care) and persons enrolled in case management interventions with rehabilitation (1.4 at baseline and 1.6 at the entry point of residential care). The CMIs at follow-up were significantly higher than at baseline and the linear regression model showed that admission to residential care was a significant factor in the model.Conclusions: The study showed that the RUG-III system offers possibilities for identifying persons at risk of institutionalization. Interventions designed to avoid early nursing home admission can make use of the RUG-III system to optimize care planning and the allocation of services and resources. Based on the RUG-III case-mix, resources can be allocated to keep older persons at home longer, bearing in mind the complexity of care and the availability of services in the community.",2020,0,1,10.1186/s12877-020-01593-w,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=143608927&site=ehost-live
185,186,A Disease State Approach To The Pharmacological Management Of Type 2 Diabetes In Primary Care: A Position Statement By Primary Care Diabetes Europe.,"seidu,s","Type 2 diabetes and its associated comorbidities are growing more prevalent, and the complexity of optimising glycaemic control is increasing, especially on the frontlines of patient care. In many countries, most patients with type 2 diabetes are managed in a primary care setting. However, primary healthcare professionals face the challenge of the growing plethora of available treatment options for managing hyperglycaemia, leading to difficultly in making treatment decisions and contributing to therapeutic inertia. This position statement offers a simple and patient-centred clinical decision-making model with practical treatment recommendations that can be widely implemented by primary care clinicians worldwide through shared-decision conversations with their patients. It highlights the importance of managing cardiovascular disease and elevated cardiovascular risk in people with type 2 diabetes and aims to provide innovative risk stratification and treatment strategies that connect patients with the most effective care.",2020,0,1,,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=144718889&site=ehost-live
186,187,"Medicine For Older People Liaison Service To Acute Surgery Reduces Length Of Stay Of Older People Living With Frailty...British Geriatrics Society Autumn Meeting, November 6-8, 2019, Leicester, England.","everett,r","Background: Of people admitted to the acute surgical unit (ASU) only 23% of them are aged over 70. However the number of bed days they occupy are disproportionate to this; comprising 48% of the total bed days. The average number of bed days rises exponentially with age, with those aged under 70 averaging less than two days; those aged 80 averaging approximately 4.5 bed days and those aged over 90 approximately 7 bed days. This disparity was recognised and a Medicine for Older People (MOP) liaison team comprising consultant geriatrician and Advanced Clinical Practitioner in Frailty starting working with the acute surgical team in November 2018, initially providing support two days a week, increasing to 5 days in March 2019. Methods: The MOP liaison team meets with the acute surgical team each morning identifying and discussing relevant patients; those identified as living with frailty with associated complexity and uncertainty. This group of patients is then reviewed by the MOP liaison team utilising the principles of the comprehensive geriatric assessment to formulate a person-centred plan. Plans are discussed and coordinated with the surgical, nursing and therapy teams utilising a multi-disciplinary/ multi-professional approach. Results: Length of stay is the main outcome measure and readmissions are monitored. Data on admission length and readmissions was analysed from April 2018 and has continued following commencement of the liaison service. Primary results-Length of stay has reduced from 4.4 to 3.3 days on average for all over 70-year-olds admitted to the ASU team. Whilst admission rates have dropped across all age ranges the biggest reduction in readmissions is among the over 80-year-olds with an almost 50% reduction as opposed to a 33% reduction in the under 70 age group Conclusions: Proactively managing the admissions and discharges of patients with frailty allows them to receive the right care at the right time in their period of crisis and shortens their admissions by approximately 25%.",2020,0,1,10.1093/ageing/afz183.32,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=141761300&site=ehost-live
73,74,Geropharmacology. Recognizing And Preventing Drug Interactions In Older Adults With Hiv.,"mclennon,sm","Currently, adults older than 50 account for approximately 15% of the total number of acquired immune deficiency syndrome (AIDS) cases. As baby boomers age, the number of older adults infected with the human immunodeficiency virus (HIV) is expected to rise. This expected increase is due, in part, to an increase in the number of individuals newly diagnosed with HIV, and, in part, to improved efficacy of the highly active antiretroviral therapy (HAART) medications used to treat HIV/AIDS. Older individuals who are infected with HIV also are expected to seek treatment for common conditions associated with aging. Thus, a considerable risk for drug interactions between the medications used specifically for HIV treatment and those used for other conditions exists. This article is intended as a guide for gerontological nurses facing these complexities. It includes reviews of the goals of HAART therapy and of the mechanisms of drug interactions, as well as detailed discussions related to the effects of HAART and their potential interactions with medications used to treat conditions commonly found in aging populations.",2003,0,1,10.3928/0098-9134-20030401-05,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=106701107&site=ehost-live
188,189,Identification Of A Circulating Amino Acid Signature In Frail Older Persons With Type 2 Diabetes Mellitus: Results From The Metabofrail Study.,"calvani,riccardo","Diabetes and frailty are highly prevalent conditions that impact the health status of older adults. Perturbations in protein/amino acid metabolism are associated with both functional impairment and type 2 diabetes mellitus (T2DM). In the present study, we compared the concentrations of a panel of circulating 37 amino acids and derivatives between frail/pre-frail older adults with T2DM and robust non-diabetic controls. Sixty-six functionally impaired older persons aged 70+ with T2DM and 30 age and sex-matched controls were included in the analysis. We applied a partial least squares-discriminant analysis (PLS-DA)-based analytical strategy to characterize the metabotype of study participants. The optimal complexity of the PLS-DA model was found to be two latent variables. The proportion of correct classification was 94.1 ± 1.9% for frail/pre-frail persons with T2DM and 100% for control participants. Functionally impaired older persons with T2DM showed higher levels of 3-methyl histidine, alanine, arginine, glutamic acid, ethanolamine sarcosine, and tryptophan. Control participants had higher levels of ornithine and taurine. These findings indicate that a specific profile of amino acids and derivatives characterizes pre-frail/frail older persons with T2DM. The dissection of these pathways may provide novel insights into the metabolic perturbations involved in the disabling cascade in older persons with T2DM.",2020,0,1,10.3390/nu12010199,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=141547056&site=ehost-live
71,72,Nursing Home Care: Changes After Supervision.,"hansebo,g","BACKGROUND: An intervention project was conducted in three nursing home wards in Sweden. Most patients had severe dementia. The intervention consisted of supervision for individualized and documented nursing care, based on multidimensional assessment. AIM: To illuminate changes in carers' approach after the intervention. METHODS: Several data collections were conducted across the intervention and consisted of nursing documentation, patient life stories as told by carers, video recorded interactions, stimulated recall interviews and a questionnaire. Both quantitative and qualitative methods were used in the analyses. FINDINGS: The findings from the different methods mirrored each other and added to the credibility of the intervention. Communicated knowledge about patients improved in nursing documentation and also as told by carers. Carers were differently skilled in managing the complexity of nursing care situations before as well as after the intervention, but the intervention contributed to developing carers in 'confirming nursing care'. They also improved in their ability to verbalize reflections about their everyday life with patients with dementia. CONCLUSION: Supervision made it possible for carers to share their lived experiences about their day-to-day life with patients, which could promote personal and professional development and thus improve care quality. It also appeared that a detailed assessment tool used as part of the nursing process contributed to seeing a patient as a real person behind a dementia surface.",2004,0,1,10.1046/j.1365-2648.2003.02888.x,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=106715963&site=ehost-live
190,191,"Person-Centred, Integrated And Pro-Active Care For Multi-Morbid Elderly With Advanced Care Needs: A Propensity Score-Matched Controlled Trial.","berntsen,g.k.r","Background: Person-centred care (PCC) focusing on personalised goals and care plans derived from ""What matters to you?"" has an impact on single disease outcomes, but studies on multi-morbid elderly are lacking. Furthermore, the combination of PCC, Integrated Care (IC) and Pro-active care are widely recognised as desirable for multi-morbid elderly, yet previous studies focus on single components only, leaving synergies unexplored. The effect of a synergistic intervention, which implements 1) Person-centred goal-oriented care driven by ""What matters to you?"" with 2) IC and 3) pro-active care is unknown.Methods: Inspired by theoretical foundations, complexity science, previous health service research and a patient-driven evaluation of care quality, we designed the Patient-Centred Team (PACT) intervention across primary and secondary care. The PACT team collaborate with the patient to make and deliver a person-centred, integrated and proactive multi-morbidity care-plan. The control group receives conventional care. The study design is a pragmatic six months prospective, controlled clinical trial based on hospital electronic health record data of 439 multi-morbid frail elderly at risk for emergency (re) admissions referred to PACT and 779 propensity score matched controls in Norway, 2014-2016. Outcomes are emergency admissions, the sum of emergency inpatient bed days, 30-day readmissions, planned and emergency outpatient visits and mortality at three and six months follow-up.Results: The Rate Ratios (RR) for emergency admissions was 0,9 (95%CI: 0,82-0,99), for sum of emergency bed days 0,68 (95%CI:0,52-0,79) and for 30-days emergency readmissions 0,72 (95%CI: 0,41-1,24). RRs were 2,3 (95%CI: 2,02-2,55) and 0,9 (95%CI: 0,68-1,20) for planned and emergency outpatient visits respectively. The RR for death at 3 months was 0,39 (95% CI: 0,22-0,70) and 0,57 (95% CI: 0,34-0,94) at 6 months.Conclusion: Compared with propensity score matched controls, the care process of frail multi-morbid elderly who received the PACT intervention had a reduced risk of high-level emergency care, increased use of low-level planned care, and substantially reduced mortality risk. Further study of process differences between groups is warranted to understand the genesis of these results better.Trial Registration: ClinicalTrials.gov (identifier: NCT02541474 ), registered Sept 2015.",2019,0,1,10.1186/s12913-019-4397-2,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=138935032&site=ehost-live
70,71,Nursing In The Aged Care Arena: Perceptions Of The Experienced Gerontic Nurse.,"cooper,jr","This qualitative research project explored the complexities associated with providing competent care to older Australians, especially within the context of the current health care environment. The study used the perceptions of experienced Registered Nurses in a residential aged care facility to highlight the ways in which the quality of care in these facilities is both driven and maintained by the Registered Nurse. It is argued that Registered Nurses are the linchpins who act as providers and coordinators of care within residential aged care services. The paper, focuses on the potential for the development of the role of the gerontological nurse in residential aged care, and provides future direction for practice. A feature of the study was the way in which the five participants presented an overwhelming respect and value for the older person.",2004,0,1,10.5172/conu.16.3.169,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=106747127&site=ehost-live
69,70,A Nursing Analysis Of The Causes Of And Approaches For Urinary Incontinence Among Elderly Women In Nursing Homes.,"enriquez,el","Urinary incontinence is a widespread but often ignored problem among elderly women residing in nursing homes. Despite numerous research studies performed within this setting, few have been able to demonstrate lasting change in the care of and enduring outcomes in this population. However, neither the most commonly used definitions of incontinence nor current management approaches are meeting the needs of institutionalized frail elderly, particularly women, who are twice as likely as men to demonstrate symptoms of the condition. Costs in terms of quality of life and expense of care are staggering. Because many believe that a holistic approach may provide direction for management of urinary incontinence, and because nursing is a holistic profession, a solution to the challenges involved in treating incontinence among the elderly potentially lies in utilizing a nursing as opposed to medical framework for the analysis of factors and care. Specifically, the complexities of testing necessary to differentiate current diagnoses might be simplified by classifying incontinence in a different way, such as using nurse-identified levels of need as opposed to physiologically-based factors. The use of nursing theory to guide patient assessment and an evaluation of systems of care provides a fresh approach to this long-standing problem.",2004,0,1,,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=106668011&site=ehost-live
193,194,Fulminant Skeletal Failure In A Centenarian: The Impact Of Nutrition And Immobility.,"brennan,m","This case describes a 103-year-old lady who presented from home with an incidental diagnosis of a left femoral fracture. She had no history of trauma and denied pain. She had a known diagnosis of osteoporosis, and sustained a fracture of the contralateral femur aged 93 which was managed conservatively. She was bed-bound with fixed contractures, poor oral intake and was non-compliant with prescribed calcium/vitamin D supplementation. Clinical biochemical measurements showed severe vitamin D deficiency and mild hypocalcaemia. Secondary hyperparathyroidism in the setting of an inappropriately normal phosphate suggested concurrent renal bone disease. Biomarkers of bone turnover were also consistent with bone remodelling. The history of prior fragility fractures, severe vitamin D deficiency and immobility supports a diagnosis of osteoporotic fracture, however other causes of spontaneous fracture were also considered. This case highlights the complexity of interpreting clinical biochemistry results in the setting of multi-morbidity and addresses the challenges of bone health management in the frail older person.",2019,0,1,10.1007/s12603-019-1233-7,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=138884509&site=ehost-live
68,69,A Nursing Intervention For The Quality Use Of Medicines By Elderly Community Clients.,"griffiths,r","Although considerable research and development work has been undertaken on the role of General Practitioners (GPs) and pharmacists in medication management, monitoring and referral, there is limited research into a role in medication management for community nurses. One hundred and thirteen older people living at home and receiving community nursing care were assessed for their knowledge of, and ability to manage their medication regimen. From these data, a nurse-initiated intervention was developed that included nursing interventions and referral pathways to GPs for people who might benefit from a GP and/or pharmacist medication review. A subgroup of 24 participants with diminished knowledge of medications or ability to manage their regime (considered to be at risk of drug-related problems) who were followed up, demonstrated an increase in knowledge, some alteration in compliance aids and with no statistically significant change in medication regime complexity. This paper details an approach to medication review and intervention suitable for community nurses that includes referral pathways within the medication team.",2004,0,1,10.1111/j.1440-172x.2004.00476.x,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=106675794&site=ehost-live
195,196,Cognitive Function In Prefrail And Frail Community-Dwelling Older Adults In China.,"ma,lina","Background: Physical frailty, characterized by reduced physiologic complexity and ability to cope with stressors, is closely associated with cognitive impairment, which increases the risk of poor clinical outcomes. To better capture the association between frailty and cognitive impairment, a new construct, cognitive frailty, has been proposed. Cognitive frailty is a clinical condition characterized by the simultaneous presence of physical frailty and cognitive impairment. There is little evidence on the relationship between physical frailty and cognition, as well as cognitive frailty, in Chinese older adults. We aimed to elucidate whether physical frailty is associated with cognitive impairment in an older Chinese population.Methods: Data were obtained from the China Comprehensive Geriatric Assessment Study. The sample comprised 3202 community-dwelling adults, aged 60 years and older, from seven Chinese cities. Physical frailty was assessed using a modified, four-item version of the Fried criteria, according to frailty phenotype. Cognitive function was assessed using the Mini-Mental State Examination (MMSE).Results: The prevalence of physical frailty, prefrailty, cognitive impairment, and cognitive frailty was 9.9, 33.9, 7.5, and 2.3%, respectively (weighted: 8.8, 33.8, 6.5, and 2.0%). The prevalence of the combination of prefrail/frail and cognitive impairment was 5.1% (weighted 4.5%). Frail participants performed worse on global cognition and all cognitive domains than robust and prefrail participants. The MMSE total score was positively correlated with walking speed and negatively correlated with age and frailty. A multivariate logistic regression revealed that after adjusting for age, gender, education level, living area, and chronic diseases, frailty, exhaustion, slowness, and inactivity were significantly associated with poor global cognition.Conclusions: The standard prevalence of physical frailty, prefrailty, cognitive impairment, and cognitive frailty in community-dwelling older adults in China was 8.8, 33.8, 6.5, and 2.0%, respectively. Frailty, exhaustion, slowness, and inactivity were significantly associated with poor global cognition.",2019,0,1,10.1186/s12877-019-1056-8,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=134955965&site=ehost-live
196,197,Sharing Frailty-Related Information In Perioperative Care: An Analysis From A Temporal Perspective.,"fürstenau,daniel","Background: Especially patients older than 65 years undergoing surgery are prone to develop frailty-related complications that may go far beyond the index hospitalization (e.g., cognitive impairment following postoperative delirium). However, aging-relevant information are currently not fully integrated into hospitals' perioperative processes.Methods: We introduce a temporal perspective, which focuses on the social construction of time, to better understand existing barriers to the exchange of frailty-related data, targeting complexity research. Our chosen context is perioperative care provided by a tertiary hospital in Germany that has implemented a special track for patients over 65 years old undergoing elective surgery. The research followed a participatory modelling approach between domain and modelling experts with the goal of creating a feedback loop model of the relevant system relationships and dynamics.Results: The results of the study show how disparate temporal regimes, understood as frameworks for organizing actions in the light of time constraints, time pressure, and deadlines, across different clinical, ambulant, and geriatric care sectors create disincentives to cooperate in frailty-related data exchanges. Moreover, we find that shifting baselines, meaning continuous increases in cost and time pressure in individual sectors, may unintentionally reinforce - rather than discourage - disparate temporal regimes.Conclusions: Together, these results may (1) help to increase awareness of the importance of frailty-related data exchanges, and (2) impel efforts aiming to transform treatment processes to go beyond sectoral boundaries, taking into account the potential benefits for frail patients arising from integrated care processes using information technology.",2019,0,1,10.1186/s12913-019-3890-y,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=134594485&site=ehost-live
197,198,Tools For Deprescribing In Frail Older Persons And Those With Limited Life Expectancy: A Systematic Review.,"thompson,wade","OBJECTIVES To summarize available tools that can assist clinicians in identifying and reducing or stopping (deprescribing) potentially inappropriate medications and that specifically consider frailty or limited life expectancy. DESIGN Systematic review and narrative synthesis. SETTING We searched MEDLINE (via Ovid SP), EMBASE (via Ovid SP), and CINAHL from inception to December 2017, along with grey literature. We included articles that described a tool to guide deprescribing of medications. PARTICIPANTS Frail older persons and older persons with limited life expectancy. MEASUREMENTS Narrative description of tools. RESULTS: We identified 15 tools and organized them into three main categories: tools (n = 2) that described a model or framework for approaching deprescribing, tools (n = 9) that outlined a deprescribing approach for the entire medication list, and tools (n = 4) that provided medication‐specific advice. The complexity of the tools ranged from simple lists to detailed, step‐wise protocols. The development methodology varied widely, and the methods used to synthesize the tools were generally not well described. Most tools were based on expert opinion. Only four of the 15 tools have been tested in clinical practice (in very low‐quality studies). CONCLUSION: Tools exist to help clinicians deprescribe in frail older persons and those with limited life expectancy. These tools may assist clinicians at various stages in the deprescribing process. However, it remains to be investigated whether use of such tools in practice is likely to improve clinical outcomes or reduce inappropriate medication use. J Am Geriatr Soc 67:172–180, 2019.",2019,0,1,10.1111/jgs.15616,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=133988350&site=ehost-live
198,199,Co-Designing Urban Living Solutions To Improve Older People'S Mobility And Well-Being.,"cinderby,steve","Mobility is a key aspect of active ageing enabling participation and autonomy into later life. Remaining active brings multiple physical but also social benefits leading to higher levels of well-being. With globally increasing levels of urbanisation alongside demographic shifts meaning in many parts of the world this urban population will be older people, the challenge is how cities should evolve to enable so-called active ageing. This paper reports on a co-design study with 117 participants investigating the interaction of existing urban spaces and infrastructure on mobility and well-being for older residents (aged 55 + years) in three cities. A mixed method approach was trialled to identify locations beneficial to subjective well-being and participant-led solutions to urban mobility challenges. Spatial analysis was used to identify key underlying factors in locations and infrastructure that promoted or compromised mobility and well-being for participants. Co-designed solutions were assessed for acceptability or co-benefits amongst a wider cross-section of urban residents (n = 233) using online and face-to-face surveys in each conurbation. Our analysis identified three critical intersecting and interacting thematic problems for urban mobility amongst older people: The quality of physical infrastructure; issues around the delivery, governance and quality of urban systems and services; and the attitudes and behaviors of individuals that older people encounter. This identified complexity reinforces the need for policy responses that may not necessarily involve design or retrofit measures, but instead might challenge perceptions and behaviors of use and access to urban space. Our co-design results further highlight that solutions need to move beyond the generic and placeless, instead embedding specific locally relevant solutions in inherently geographical spaces, populations and processes to ensure they relate to the intricacies of place.",2018,0,1,10.1007/s11524-018-0232-z,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=130103235&site=ehost-live
199,200,Deprescribing For Frail Older People - Learning From The Case Of Mrs. Hansen.,"granas,anne.gerd","Drug treatment is often an essential part in treatment and prevention of diseases in older people, but there is much concern about inappropriate medication use. This paper aims to describe the complexity of medication safety issues and clinical judgments when optimizing prescribing in older individuals. It uses the case of Mrs. Hansen, an aged nursing home resident, to illustrate the facilitators and barriers of this process. With decreasing life expectancy, medication use should shift from cure to care, focusing on symptomatic treatment to increase the patient's well-being. In Mrs. Hansen's case, the number of (potentially) dangerous medications were reduced, and non-pharmacological alternatives were considered. There were some medicines added, as underprescribing can also be a problem in older people. Deprescribing long-standing treatment can be interpreted by the patient and family as ""giving up hope"". More clinical evidence and practical communication tools are needed to guide deprescribing decisions, taking medical and patient-centered priorities into account. Studies evaluating such interventions should select outcome measures that are particularly relevant for frail old individuals.",2018,0,1,10.1016/j.sapharm.2017.07.003,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=130206956&site=ehost-live
200,201,"The Use Of Case Management For Community‐Dwelling Older People: The Effects On Loneliness, Symptoms Of Depression And Life Satisfaction In A Randomised Controlled Trial.","taube,elin","Aim: To investigate the effects of a case management intervention for community‐dwelling frail older people, with functional dependency and repeated contacts with the healthcare services, focusing on loneliness, depressive symptoms and life satisfaction. Design: A two‐armed, nonblinded, randomised control trial with repeated follow‐ups, of N = 153 participants at baseline allocated to an intervention (n = 80) and control (n = 73) group. Method: Inclusion criteria were the following: ≥65 years of age, living in ordinary housing, in need of assistance in two or more self‐reported activities of daily living, having at least two hospital admissions or at least four visits in outpatient care 12 months prior to enrolment. Case managers (nurses and physiotherapists) provided an intervention of general case management, general information, specific information and continuity and safety. The intervention ranged over 12 months with one or more home visit(s) being conducted per month. An intention‐to‐treat analysis was applied for the primary outcomes of loneliness, depressive symptoms and life satisfaction, along with complete case and sensitivity analyses. Results: During the trial period n = 12 died and n = 33 dropped out. No significant difference was found between the groups at baseline regarding sociodemographic characteristics, subjective health or primary outcomes. The intention‐to‐treat analysis did not result in any significant effects for the primary outcomes at any of the follow‐ups (6 and 12 months). The complete case analysis resulted in a significant difference in favour of the intervention regarding loneliness (RR = 0.49, p = 0.028) and life satisfaction (ES = 0.41, p = 0.028) at 6 months and for depressive symptoms (ES = 0.47, p = 0.035) at 12 months. Conclusions: The use of case management for frail older people did not result in clear favourable effects for the primary outcomes. However, the study indicates that case management may be beneficial in terms of these outcomes. Due to the complexity of the outcomes, an elaboration of the components and assessments is suggested.",2018,0,1,10.1111/scs.12520,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=130361902&site=ehost-live
201,202,Management Of Care Transition And Hospital Discharge.,"zurlo,amedeo","Current demographic and epidemiological trends highlight a growing task in surgical departments by elderly patients, characterized by high prevalence of comorbidity, complexity, and functional disability. Of consequence, discharge of an elderly patient must be considered in a new cultural perspective and should be imagined as a well-structured process starting from admission to surgical department and finishing with the patient discharge in a setting able to support her/him in the best possible way. The lack of a suitable discharge planning and of a proper transition program in the elderly subjects increases the risk of quick re-admission and may negatively affect the functional and the status quality of life of patients and caregivers. To reduce the risk of negative outcome it is essential a hospital organization dedicated to the discharge of frail older patients considering: (1) adequate attention to assess the comprehensive clinical/social/care conditions; (2) respect of the expectations of the patient and her/his relatives; (3) formalization of institutional roles or teams designated to the planning and coordination of discharge; (4) good knowledge of management programs of transitional care, and (5) strong communication/information ability in patients transition between hospital, home care and community settings.",2018,0,1,10.1007/s40520-017-0885-6,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=128548053&site=ehost-live
202,203,Management Of Urinary Incontinence In Frail Elderly Women.,"prud'homme,gabrielle","Urinary incontinence (UI) is defined by the International Continence Society as any involuntary leakage of urine. It is a common clinical problem, and its incidence increases with age. It is a particular problem in the frail elderly, who can sometimes pose a diagnostic and therapeutic challenge by virtue of their complexity. UI is a major cause of disability and dependency and adversely affects the psychological and physical health of the older person. However, treatment can lead to significant improvements.",2018,0,1,10.1016/j.ogrm.2017.11.004,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=127468218&site=ehost-live
203,204,Multimorbidity: Will It Stand The Test Of Time?,"ford,joanna.c","The concept of multimorbidity has risen in popularity over the past few years. Its use has led to, or coincided with, an increased recognition that patients often have more than one health problem which should not be treated in isolation. The motivation for more holistic, person-centred care that lies behind multimorbidity is to be welcomed. The 2016 National Institute for Health and Care Excellence multimorbidity management guideline helpfully makes recommendations in key areas that are important in the care of patients with complicated medical problems. However, we question the sustainability of the term for the following four reasons: (i) it is doctor and researcher centred rather than patient centred, focusing upon the number of diagnoses rather than the patient's lived experience, (ii) it is not a positive term for patients and is at odds with the move towards promoting active and healthy ageing, (iii) its non-specific nature means it holds little value in daily clinical practice and (iv) most definitions apply to a large segment of the population making it of limited use for health care planners. We argue that the complementary concepts of complexity and frailty would fit better with the delivery of patient centred care for people with multiple co-existing health problems and would be more useful to clinicians, commissioners and researchers.",2018,0,1,10.1093/ageing/afx159,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=127189162&site=ehost-live
204,205,Frail Questionnaire Screening Tool And Short-Term Outcomes In Geriatric Fracture Patients.,"gleason,lauren.jan","Objectives There are limited screening tools to predict adverse postoperative outcomes for the geriatric surgical fracture population. Frailty is increasingly recognized as a risk assessment to capture complexity. The goal of this study was to use a short screening tool, the FRAIL scale, to categorize the level of frailty of older adults admitted with a fracture to determine the association of each frailty category with postoperative and 30-day outcomes. Design Retrospective cohort study. Setting Level 1 trauma center. Participants A total of 175 consecutive patients over age 70 years admitted to co-managed orthopedic trauma and geriatrics services. Measurements The FRAIL scale (short 5-question assessment of fatigue, resistance, aerobic capacity, illnesses, and loss of weight) classified the patients into 3 categories: robust (score = 0), prefrail (score = 1–2), and frail (score = 3–5). Postoperative outcome variables collected were postoperative complications, unplanned intensive care unit admission, length of stay (LOS), discharge disposition, and orthopedic follow-up after surgery. Thirty-day outcomes measured were 30-day readmission and 30-day mortality. Analysis of variance (1-way) and Kruskal-Wallis tests were used to compare continuous variables across the 3 FRAIL categories. Fisher exact tests were used to compare categorical variables. Multiple regression analysis, adjusted by age, sex, and Charlson index, was conducted to study the association between frailty category and outcomes. Results FRAIL scale categorized the patients into 3 groups: robust (n = 29), prefrail (n = 73), and frail (n = 73). There were statistically significant differences between groups in terms of age, comorbidity, dementia, functional dependency, polypharmacy, and rate of institutionalization, being higher in the frailest patients. Hip fracture was the most frequent fracture, and it was more frequent as the frailty of the patient increased (48%, 61%, and 75% in robust, prefrail, and frail groups, respectively). The American Society of Anesthesiologists preoperative risk significantly correlated with the frailty of the patient (American Society of Anesthesiologists score 3–4: 41%, 82% and 86%, in robust, prefrail, and frail groups, P < .001). After adjustment by age, sex, and comorbidity, there was a statistically significant association between frailty and both LOS and the development of any complication after surgery (LOS: 4.2, 5.0, and 7.1 days, P = .002; any complication: 3.4%, 26%, and 39.7%, P = .03; in robust, prefrail, and frail groups). There were also significant differences in discharge disposition (31% of robust vs 4.1% frail, P = .008) and follow-up completion (97% of robust vs 69% of the frail ones). Differences in time to surgery, unplanned intensive care unit admission, and 30-day readmission and mortality, although showing a trend, did not reach statistical significance. Conclusions Frailty, measured by the FRAIL scale, was associated with increase LOS, complications after surgery, and discharge to rehabilitation facility in geriatric fracture patients. The FRAIL scale is a promising short screen to stratify and help operationalize the perioperative care of older surgical patients.",2017,0,1,10.1016/j.jamda.2017.07.005,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=126351189&site=ehost-live
67,68,Pleural Effusion: Nursing Care Challenge In The Elderly.,"wing,s","Pleural effusion is excess collection of fluid in the pleural cavity. It is a frequent complication of pneumonia, congestive heart failure, and carcinomas of the lung, breast, and ovaries. Regardless of the cause, pleural effusion produces significant effects on the respiratory system, especially when considering the normal age-related changes that compromise the respiratory system. Pleural effusion and the complexity of diagnosis and treatment make planning and delivering care challenging. The article describes the pathophysiology of pleural effusion, its management, and related nursing care priorities.",2004,0,1,,http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=106578216&site=ehost-live
