	id	title	year	auth_id	doi	pmid	umi	journal_id	volume	issue	start_page	abstract	url	date_added	repeats	filename	nursauth	id_1	name	nurs	id_2	name_3	lastname	firstname	Exclude	title_use	abstract_mentions_count	complexity_mentions	complexity_title_use
571	572	Handle With Care - Considerations And Approaches To Nursing The Frail Older Person	1995	703			WOS:A1995TF62200007	699	11.0	2.0	44	As society ages, a challenge is presented to health care providers. The increased population of frail older persons, those over 85 years of age, poses a complexity of needs and concerns. The registered nurse is often called upon to be the coordinator of the team of health professionals striving to meet the needs of frail older patients. This article examines implications for the nursing care of the frail older person, using the nursing process. It also examines and considers interdisciplinary rehabilitative interventions appropriate for this population. Case studies are used to compare and contrast approaches for frail older persons in the home and in institutional settings.		2021-07-02 01:31:15	0	complexityorcomplextiorabandallaging_onlynursing_2021.06.24.xls	1.0	699	Topics In Geriatric Rehabilitation		703	dennehy,ma	dennehy	ma	Y	0.0	1.0	1.0	0.0
574	575	Frailty Syndrome In The Elderly: Conceptual Analysis According To Walker And Avant.	2020	708	10.1590/0034-7167-2019-0601	32756800		708			e20190601	"OBJECTIVE: To analyze the concept of ""frailty syndrome"" in the literature, according to the method proposed by Walker and Avant. METHODS: It is a concept analysis, guided by the method proposed by Walker and Avant, made operational through an integrative literature review. The search in a scientific database was carried out using the descriptors: Frail elderly, syndrome, phenotype, geriatric assessment, and aging. The literary corpus comprised 66 studies. RESULTS: The study found the antecedents and attributes (categorized as physical, sociodemographic, and behavioral/environmental) that integrate the signs and symptoms evidenced in the ""frailty syndrome,"" as well as the consequences of this concept. The variables were analyzed with emphasis on the conceptions that influence the frailty process of the elderly. CONCLUSION: The study demonstrated the complexity arising from the multifactorial genesis of the referred syndrome, emphasizing the specificities of the elderly's frailty. However, we recommend conducting further research involving the phenomenon in question to understand the construct better."		2021-07-02 01:32:47	0	pubmed-frailtyMeS-complexityorcomplex-allaging-nursjour-2021.06.24.txt		708	Revista Brasileira De Enfermagem	1.0	708	oliveira,fabiana.maria.rodrigues.lopes.de	Oliveira	Fabiana Maria Rodrigues Lopes de		0.0	1.0	1.0	0.0
577	578	Nurse Practitioners' Role In Improving Service For Elderly Trauma Patients.	2019	721	10.1097/JTN.0000000000000445	31283744		721	26.0	4.0	174	Preexisting conditions and decreased physiological reserve in the elderly frequently complicate the provision of health care in this population. A Level 1 trauma center expanded its nurse practitioner (NP) model to facilitate admission of low-acuity patients, including the elderly, to trauma services. This model enabled NPs to initiate admissions and coordinate day-to-day care for low-acuity patients under the supervision of a trauma attending. The complexity of elderly trauma care and the need to evaluate the efficacy of management provided by NPs led to the development of the current study. Accordingly, this study endeavored to compare outcomes in elderly patients whose care was coordinated by trauma NP (TNP) versus nontrauma NP (NTNP) services. Patients under the care of TNPs had a 1.22-day shorter duration of hospitalization compared with that of the NTNP cohort (4.38 Â± 3.54 vs. 5.60 Â± 3.98, p = .048). Decreased length of stay in the TNP cohort resulted in an average decrease in hospital charges of $13,000 per admission ($38,053 Â± $29,640.76 vs. $51,317.79 Â± $34,756.83, p = .016). A significantly higher percentage of patients admitted to the TNP service were discharged home (67.1% vs. 36.0%, p = .002), and a significantly lower percentage of patients were discharged to skilled nursing facilities (25.7% vs. 51.9%, p = .040). These clinical and economic outcomes have proven beneficial in substantiating the care provided by TNPs at the study institution. Future research will focus on examining the association of positive outcomes with specific care elements routinely performed by the TNPs in the current practice model.		2021-07-02 01:32:48	0	pubmed-frailtyMeS-complexityorcomplex-allaging-nursjour-2021.06.24.txt		721	Journal Of Trauma Nursing: The Official Journal Of The Society Of Trauma Nurses	1.0	721	bethea,audis	Bethea	Audis		0.0	1.0	1.0	0.0
581	582	Attributes Of Person-Centred Communication: A Qualitative Exploration Of Communication With Older Persons In Home Health Care.	2020	742	10.1111/opn.12284	31642182		33	15.0	1.0	e12284	BACKGROUND: Previous research points to challenges related to the home healthcare of older persons and to the complexity of communication. Although person-centred care has been advocated widely, there remains a need for in-depth knowledge on how to enable person-centred and supportive communication in the care of older persons. AIM: The aim of this study was to explore attributes of person-centred communication between nurses and older persons being cared for in their home. METHODS: A descriptive study with a qualitative approach was conducted. A data set from the COMHOME-study consisting of 77 audio-recorded home healthcare visits between registered nurses and older persons was analysed with a method for qualitative thematic analysis. RESULTS: The findings indicate that the attributes of person-centred communication comprise recognising, inviting and involving older persons. To facilitate this form of communication, attentiveness and responsiveness on the part of RNs seemed significant. Person-centred communication was facilitated when the RNs used verbal expressions to emphasise and acknowledge the older persons' views and were attentive to their emotions and expressions. CONCLUSION: The nurses' attentiveness and responsiveness seems important for person-centred communication with older persons. Communication skills are needed to recognise, invite and involve older persons in their care and to support their health and well-being. Implication for practice The importance of communication which facilitate a person-centred approach by nurses should be acknowledged when caring for older persons and included in education and training.		2021-07-02 01:32:48	0	pubmed-frailtyMeS-complexityorcomplex-allaging-nursjour-2021.06.24.txt		33	International Journal Of Older People Nursing	1.0	742	sundler,annelie.j	Sundler	Annelie J		0.0	1.0	1.0	0.0
402	403	The Use Of Case Management For Communityâ€Dwelling Older People: The Effects On Loneliness, Symptoms Of Depression And Life Satisfaction In A Randomised Controlled Trial	2018	428	 10.1111/scs.12520			170	32.0	2.0	889.0	Aim: To investigate the effects of a case management intervention for communityâ€dwelling frail older people, with functional dependency and repeated contacts with the healthcare services, focusing on loneliness, depressive symptoms and life satisfaction. Design: A twoâ€armed, nonblinded, randomised control trial with repeated followâ€ups, of N = 153 participants at baseline allocated to an intervention (n = 80) and control (n = 73) group. Method: Inclusion criteria were the following: â‰¥ 65 years of age, living in ordinary housing, in need of assistance in two or more selfâ€reported activities of daily living, having at least two hospital admissions or at least four visits in outpatient care 12 months prior to enrolment. Case managers (nurses and physiotherapists) provided an intervention of general case management, general information, specific information and continuity and safety. The intervention ranged over 12 months with one or more home visit(s) being conducted per month. An intentionâ€toâ€treat analysis was applied for the primary outcomes of loneliness, depressive symptoms and life satisfaction, along with complete case and sensitivity analyses. Results: During the trial period n = 12 died and n = 33 dropped out. No significant difference was found between the groups at baseline regarding sociodemographic characteristics, subjective health or primary outcomes. The intentionâ€toâ€treat analysis did not result in any significant effects for the primary outcomes at any of the followâ€ups (6 and 12 months). The complete case analysis resulted in a significant difference in favour of the intervention regarding loneliness (RR = 0.49, p = 0.028) and life satisfaction (ES = 0.41, p = 0.028) at 6 months and for depressive symptoms (ES = 0.47, p = 0.035) at 12 months. Conclusions: The use of case management for frail older people did not result in clear favourable effects for the primary outcomes. However, the study indicates that case management may be beneficial in terms of these outcomes. Due to the complexity of the outcomes, an elaboration of the components and assessments is suggested. (PsycINFO Database Record (c) 2019 APA, all rights reserved) (Source: journal abstract)	https://www.proquest.com/scholarly-journals/use-case-management-community-dwelling-older/docview/1938692918/se-2?accountid=14902	2021-07-02 01:30:38	0	ProQuestallagingandcomplexityorcomplexandfrail_2021-06-23.xls		170	Scandinavian Journal of Caring Sciences	1.0	428	taube,,elin	taube,	elin		0.0	1.0	1.0	0.0
400	401	Deprescribing For Frail Older Peopleâ€”Learning From The Case Of Mrs. Hansen	2018	426	 10.1016/j.sapharm.2017.07.003			426	14.0	6.0	612.0	Drug treatment is often an essential part in treatment and prevention of diseases in older people, but there is much concern about inappropriate medication use. This paper aims to describe the complexity of medication safety issues and clinical judgments when optimizing prescribing in older individuals. It uses the case of Mrs. Hansen, an aged nursing home resident, to illustrate the facilitators and barriers of this process. With decreasing life expectancy, medication use should shift from cure to care, focusing on symptomatic treatment to increase the patient's well-being. In Mrs. Hansen's case, the number of (potentially) dangerous medications were reduced, and non-pharmacological alternatives were considered. There were some medicines added, as underprescribing can also be a problem in older people. Deprescribing long-standing treatment can be interpreted by the patient and family as â€œgiving up hopeâ€. More clinical evidence and practical communication tools are needed to guide deprescribing decisions, taking medical and patient-centered priorities into account. Studies evaluating such interventions should select outcome measures that are particularly relevant for frail old individuals. (PsycInfo Database Record (c) 2020 APA, all rights reserved) (Source: journal abstract)	https://www.proquest.com/scholarly-journals/deprescribing-frail-older-people-learning-case/docview/2287023101/se-2?accountid=14902	2021-07-02 01:30:38	0	ProQuestallagingandcomplexityorcomplexandfrail_2021-06-23.xls		426	Research in Social & Administrative Pharmacy		426	granas,,annegerd	granas,	annegerd	Y	0.0	1.0	1.0	0.0
154	155	Older People With Urgent Care Needs: New Advice Will Aid Nurses' Clinical Decision-Making: British Geriatrics Society'S Silver Book Ii Guidance Aims To Help Prevent Or Minimise Hospital Stays, Reduce Unnecessary Interventions And Spot The Signs Of Frailty	2021	157	10.7748/nop.33.3.6.s2			10			6	Nurses across emergency, community and surgical care need to be able to unpick the complexity of non-specific presentations in older people living with frailty who have urgent care needs, according to new clinical guidance.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=150604656&site=ehost-live	2021-07-02 01:29:53	1	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	10	Nursing Older People	1.0	157	evans,nick	evans	nick		0.0	1.0	1.0	0.0
158	159	Frailty, Doesnâ€™T That Mean Birdlike? Research Into Attitudes And Understanding Of Frailty In Undergraduate And Postgraduate Trainees.	2021	161	10.1093/ageing/afab030.124			161	50.0		i1	Introduction: Frailty is an increasingly recognised concept, with 25â€“50% of over 85â€™s estimated to be frail1,. Previous research considered medical studentsâ€™ attitudes towards older people2, yet despite the correlation between frailty and increased age3, little is known about attitudes of healthcare professionals towards frailty. We researched attitudes towards, and understanding of, frailty in undergraduate and postgraduate trainees, with a view to guiding future educational interventions. Method: Approval was granted by Northumbria Healthcare NHS Foundation Trust (NHCT) Research and Development department, Newcastle Universityâ€™s Research Management Group and the HRA. 3 cohorts were recruited; 3rd year Newcastle University MBBS Students, 5th year Newcastle University MBBS Students and Foundation Year 2 and Core Medical Trainees working for NHCT (junior doctors). Data was collected during scheduled teaching at NHCT and individuals were invited to participate via email prior to this. Those not participating were still required to attend the teaching. Participants provided written consent. Within each cohort, small group discussions around frailty and Comprehensive Geriatric Assessment (CGA) were prompted using open questions (e.g. â€œwhat does frailty mean to you?â€), during which participants anonymously submitted phrases to an online word-cloud generator. Discussions were audio recorded and transcribed. Transcriptions and word-clouds were analysed using Simple Content Analysis. The overarching themes within each cohort were identified and compared with other cohorts. Interpretations were reviewed by an independent researcher to enhance rigour. Results: Each cohort associated frailty with older age and weakness, and often used it as a byword for complexity. Frailty was described as an abstract construct composed of personal experiences rather than an objectively defined descriptor. All associated it with negative emotions. Cohorts differed in their approach, with 3rd year students primarily focussed on defining frailty, whereas junior doctors prioritised the clinical challenges it presented. Junior doctors demonstrated limited understanding of CGA whilst undergraduate students were almost universally ignorant of it. Conclusions: The lack of understanding around frailty and CGA is concerning given its high prevalence.The identification of negative emotions increases this concern. To challenge this, focussed educational interventions addressing understanding and attitudes ought to be developed for tomorrowâ€™s doctors.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=149478846&site=ehost-live	2021-07-02 01:29:53	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	161	Age & Ageing		161	hartley,s	hartley	s	Y	0.0	1.0	1.0	0.0
135	136	Life: Learning Informally From Elders.	1994	138	10.1093/geront/34.2.267	8005502		138	34.0	2.0	267	"The Better Elder Services Today (BEST) Project helps frail elders maintain healthy, independent living through partnership with their formal and informal caregivers. This article reports on achieving one particular project goal: the development of community forums in which elders engaged in problem-solving with health care professionals and policy makers. The methodology involved community assessment and qualitative analysis of themes in 102 elders' responses to the question, ""What has it been like for you trying to remain as independent as possible in the community?"" Five predominant themes emerged: safety; problems communicating with health care providers; dissatisfaction with hospital services; complexity in access to community services; and fears about losses."		2021-07-02 01:27:52	0	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1.0	138	The Gerontologist		138	pallett-hehn,p	Pallett-Hehn	P	Y	0.0	1.0	1.0	0.0
115	116	The Indispensable Intermediaries: A Qualitative Study Of Informal Caregivers' Struggle To Achieve Influence At And After Hospital Discharge.	2014	118	10.1186/1472-6963-14-331	25078610		25	14.0		331	"BACKGROUND: The care policy and organization of the care sector is shifting to accommodate projected demographic changes and to ensure a sustainable model of health care provision in the future. Adult children and spouses are often the first to assume care giving responsibilities for older adults when declining function results in increased care needs. By introducing policies tailored to enabling family members to combine gainful employment with providing care for older relatives, the sustainability of the future care for older individuals in Norway is more explicitly placed on the family and informal caregivers than previously. Care recipients and informal caregivers are expected to take an active consumer role and participate in the care decision-making process. This paper aims to describe the informal caregivers' experiences of influencing decision-making at and after hospital discharge for home-bound older relatives. METHODS: This paper reports findings from a follow-up study with an exploratory qualitative design. Qualitative telephone interviews were conducted with 19 informal caregivers of older individuals discharged from hospital in Norway. An inductive thematic content analysis was undertaken. RESULTS: Informal caregivers take on comprehensive all-consuming roles as intermediaries between the care recipient and the health care services. In essence, the informal caregivers take the role of the active participant on behalf of their older relative. They describe extensive efforts struggling to establish dialogues with the ""gatekeepers"" of the health care services. Achieving the goal of the best possible care for the care recipient seem to depend on the informal caregivers having the resources to choose appropriate strategies for gaining influence over decisions. CONCLUSIONS: The care recipients' extensive frailty and increasing dependence on their families coupled with the complexity of health care services contribute to the perception of the informal caregivers' indispensable role as intermediaries. These findings accentuate the need to further discuss how frail older individuals and their informal caregivers can be supported and enabled to participate in decision-making regarding care arrangements that meet the care recipient's needs."		2021-07-02 01:27:52	1	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1.0	25	Bmc Health Services Research		118	bragstad,line.kildal	Bragstad	Line Kildal		0.0	1.0	1.0	0.0
129	130	An Investigation Of The Components Of Best Nursing Practice In The Care Of Acutely Ill Hospitalized Older Patients With Coincidental Dementia: A Multi-Method Design.	1999	132	10.1046/j.1365-2648.1999.01194.x	10564412		52	30.0	5.0	1127	The main aim of this study was to examine, from the consumer's perspective, the components of best nursing practice in the care of acutely ill hospitalized elderly people who coincidentally suffered from dementia. Due to the complexity of the problem under investigation a triangulated design was formulated. This design comprised survey methodology, audit and critical incident technique. Data derived from each of these approaches were analysed first in isolation and subsequently combined at a conceptual level. The sample comprised 213 people aged 65 years and older, who were consecutive admissions from two acute medical and two acute care of elderly people wards. Sixty-six per cent of these individuals were found to suffer from cognitive impairment, 40% experiencing severe problems. The documentary survey revealed that patients with normal or severely abnormal cognitive functioning were more likely to have this noted than those with mild-moderate levels of impairment. No evidence of formal assessment was located and only 15% of these patients had items included in their nursing care plans associated with their chronic confusion. A sub-sample of 41 chronically confused people and their main hospital visitor were invited to participate in critical incident interviews. These conversations led to the identification of four major themes which reflected the most valued aspects of the nursing care which had been received or observed. The relationship between documentary care scores and the proportion of positive descriptions of care within each of the four themes was explored. The findings indicate that acute nursing care is deemed only to be at its best when it is delivered in tandem with dementia care. Discrete areas for practice development are identified and standards to guide nursing care are proposed. In addition to the practice development issues raised by the work, the methodological lessons further advance the practice of multi-method research.		2021-07-02 01:27:52	1	pubmed-frailtyMeS-complexorcomplexity-allaging-_2021.06.24.txt	1.0	52	Journal Of Advanced Nursing	1.0	132	tolson,d	Tolson	D	Y	0.0	1.0	1.0	0.0
188	189	The Older Surgical Patient - To Operate Or Not? A State Of The Art Review.	2020	191	10.1111/anae.14910			191	75.0		e46	The increasing age and subsequent medical complexity of patients presenting for surgery grants the opportunity to examine the processes and delivery of peri-operative care. There is a need to redesign peri-operative pathways allowing room for shared decision making and personalised, evidence-based care. In times of financial constraint, this is no easy task. However, neglecting to transform services now may lead to challenges in the sustainability of the provision of peri-operative care in the long-term. Challenges in redesigning peri-operative care pathways include identification and optimisation of those at highest peri-operative risk to inform the difficult conversations surrounding the appropriateness of surgery. The moral burden of these conversations on patient and professionals alike is increasingly recognised and managing this issue requires innovative models of collaborative, multidisciplinary and interprofessional working. To operate or not can be a challenging question to answer with a number of different perspectives to consider; not least that of the patient.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=141143000&site=ehost-live	2021-07-02 01:29:53	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	191	Anaesthesia		191	santhirapala,r	santhirapala	r	Y	0.0	1.0	1.0	0.0
189	190	The Seventh Age On Stage: Representation Of Older Adults And Aging In U.S. Broadway And Off-Broadway Theater.	2019	192	10.1080/03601277.2019.1685736			192	45.0	11.0	645	Older persons' involvement in theater often focuses on health, educational, and therapeutic benefits. Though less examined, artistic depictions of aging help bridge gerontological and humanities approaches to this topic. Qualitative textual script analysis was used to analyze the representation of older adults in six plays produced on and off Broadway, 1991â€“2017. Traditional character constructions of age and older adults emerged â€“ frailty, fear, caregiving burden â€“ with counternarratives of resilience, resistance, and self-reflexivity also present. Uncovered dyadic pairs (e.g. frailty/resistance) served as examples of the complexity of age portrayed on stage. From this dyadic tension present in the plays emerged a way to build upon and expand traditional, and often more limited, societal notions of aging.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=139742145&site=ehost-live	2021-07-02 01:29:53	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	192	Educational Gerontology		192	weil,joyce	weil	joyce	Y	0.0	1.0	1.0	0.0
196	197	156 Review Of Outcomes Of A Dedicated Geriatric Surgical Liaison Service.	2019	199	10.1093/ageing/afz103.91			161	48.0		iii17	Background In the United Kingdom, the 2010 National Confidential Enquiry into Patient Outcome and Death report 'An Age Old Problem' outlined significant shortcomings in the perioperative care of older people. Other than hip fractures, the care of older patients under surgical specialities is largely devoid of routine geriatrician input. In August 2018, we introduced daily geriatric reviews (GR) on the gastrointestinal surgical wards, aiming to improve length of stay (LOS) and mortality. Methods All acute general surgery admissions for patients â‰¥70 years were reviewed between September and October 2017 (pre-introduction) and 2018 (post-introduction), and outcomes compared. For 2018, comparisons were also made between those who had GR and those who didn't. Results There were 173 admissions in 2017, vs 190 in 2018. In both 2017 and 2018, median age was 80, median LOS was 4 days, and clinical frailty scale (CFS) 4. Twenty-two percent (38/173) of patients had a surgical procedure in 2017, vs 33% (63/190) in 2018. Inpatient mortality was 8% (13/173) in 2017 (median CFS 6), vs 6% (11/190) in 2018 (median CFS 6). In 2018, 21% (40/190) of patients had GR: median time to review 3 days. 54% (n=22) of the patients with GR underwent a surgical procedure, 37% (n=15) were admitted to ICU, and inpatient mortality was 5% (n=2), vs 28% (n=42), 4% (n=6) and 6% (n=9) respectively for those without GR. 30 day readmission for those with GR was 12.5% (n=5), vs 18.4% (n=28) for those not seen. Conclusion While more surgical procedures were performed in 2018 (post-introduction), overall LOS remained unchanged and improved mortality was observed compared to 2017. Geriatricians are seeing more post-operative and ICU patients, and despite presumed increased complexity, both mortality and readmission rates remain low. Screening for frailty and specific inclusion criteria may improve rates of GR.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=138865077&site=ehost-live	2021-07-02 01:29:53	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	161	Age & Ageing		199	coary,roisin	coary	roisin	Y	0.0	1.0	1.0	0.0
198	199	92 Medication Related Quality Of Life (Mrqol) In Ambulatory Older Adults With Polypharmacy And Multi-Morbidity â€“ A Measurable Outcome?	2019	201	10.1093/ageing/afz103.54			161	48.0		iii17	Background With increasing numbers of older multi-morbid people being exposed to polypharmacy, research needs to focus on medication-related outcomes affecting quality-of-life (QoL). This study examines older-patients' medication-related QoL (MRQoL), its relationship to medication burden/complexity, frailty, health-related QoL (HRQoL) and potentially inappropriate medications (PIMs. Methods A cross-sectional-study was conducted in older-patients attending out-patients and day-hospital services of a tertiary-teaching-hospital. Participants were aged â‰¥65 years, first-time attendees, taking â‰¥5 chronic-medications for â‰¥3 chronic-conditions and mini-mental state examination score â‰¥26/30. Demographic, medication, comorbidity, frailty status, PIMs(STOPP/STARTv.2 criteria), MRQoL (MRQoL-LS v1.0) HRQoL (Short-form-12; SF-12) and medication burden (Living with Medicines Questionnaire v.2; LMQv2) data were collected. Drg compliance was measured using the Medication Adherence Rating Scale (MARS). Lower MRQoL-LS v1.0 scores indicate better MRQoL (range 0-84). Higher LMQv2 scores indicate higher medication burden (range from 60-300). A negative age-specific mean-difference score in SF-12 physical and mental health composite scale scores (SF12-PCS, SF12-MCS) indicates poorer health. Results Over 12 months, 234 patients (attending 78 clinics) were screened, 59 met inclusion criteria and 30 were recruited; 3 patients were subsequently identified as ineligible. Eighteen patients were female (66%), mean age was 79.4 years (SDÂ±6.2), median number of daily medications was 10 (IQR 8-13), median number of comorbidities was 11 (IQR 9-14). Participants were generally drug-compliant, median MARS score of 9 (IQR 6.5-10). Patients' median MRQoL score was 14 (IQR 14-22.5); mean LMQ v2 score was 115.64 (SDÂ± 25.18). Mean age specific mean-difference SF12-PCS and SF12-MCS scores were -22.61 (SDÂ±11.7) and -22.1 (SDÂ±17.5) respectively. There was no significant correlation between MRQoL and number of daily medications, number of comorbidities, LMQ, HRQoL, or PIMs(Pearson's 2-tailed test). Conclusion This study demonstrates that MRQoL-LS v.1 is not applicable to most patients attending geriatric ambulatory services. Furthermore, polypharmacy, multimorbidity, presence of PIMs poorer HRQoL do not correlate significantly with MRQoL.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=138865040&site=ehost-live	2021-07-02 01:29:53	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	161	Age & Ageing		201	jennings,emma	jennings	emma	Y	0.0	1.0	1.0	0.0
200	201	210 Nursing Home Residents In Acute Hospital â€“ A Targeted Anpc Program To Improve Care.	2019	203	10.1093/ageing/afz103.127			161	48.0		iii17	Background NHR are the frailest group of older people and require a gerontologically attuned approach to combat multiple challenges presented to the practitioner. The in-reach ANPc liaison service aims to confront such challenges, by providing comprehensive gerontological input to all nursing home residents admitted to hospital under all specialities medical, geriatric, and surgical. Methods This service commenced in September of 2018, working 9-5 Monday to Friday with limited leave cross-cover. All nursing home residents are reviewed by a Gerontology Advanced Nurse Practitioner candidate. Each patient received comprehensive geriatric assessment (CGA) with recommendations for care. All had follow up 2 weeks after discharge in telephone review clinic. Results 118 nursing home residents were admitted for acute care in the study period; 96/118 (82%) were reviewed by the ANPc. 16/118 (14%) were discharged prior to review and 6/118 (5%) died within 24 hours of admission. All other patients were reviewed within 72 hours. All assessed residents had >1 recommendation for intervention to enhance care following CGA: Interventions included 31% (30/96) undiagnosed delirium identified and management advice given. 21% (20/96) had recurrent falls work up and advice. 27% (26/96) had recommendations and changes to admission medications. 37% (36/96) referrals to other HSCP therapy disciplines for complete holistic care. 11% (11/ 96) had advanced care planning regarding future illnesses. 13% (13/96) had palliative care advice and referral to community palliative care. Follow up telephone review clinics have further resulted in reduced readmission rates through liaison with NH staff post-discharge. Conclusion The high complexity of this cohort of patients requires a timely, comprehensive gerontological approach in order to provide holistic care. They require a clearly defined approach to enhance care and minimise the need for unnecessary hospitalisations.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=138865114&site=ehost-live	2021-07-02 01:29:53	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	161	Age & Ageing		203	noonan,claire	noonan	claire	Y	0.0	1.0	1.0	0.0
204	205	When Frail Older People Relocate In Very Old Age, Who Makes The Decision?	2019	207	10.1093/geroni/igz030			207	3.0	4.0	N.PAG	"Background and Objectives Older people are likely to transition to a new home closer to family who can provide assistance or to long-term residential care as their health declines and their care needs increase. A minority choose to move to ""age-friendly"" housing before the onset of disability, but the majority prefer to ""age in place"" and defer moving until health crises compel a transition. Older people living with dementia are likely to move into residential care, but not much is known about the role they play in decision making around these moves. This qualitative study addresses this gap in knowledge by examining how a rare cohort of ""older old"" people, most with some level of cognitive impairment, were involved in decisions surrounding assistance seeking and moving to a care home. Research Design and Methods Thematic analysis of qualitative interview data from Cambridge City over-75s Cohort (CC75C) study participants aged 95 years and older, who had moved in later life, and their proxy informants (n = 26). Results Moves at such an old age were made due to a complexity of push and pull factors which had layered dynamics of decision making. In most cases (n = 22), decision making involved other people with varying degrees of decision ownership. Only four older people, who moved voluntarily, had full ownership of the decision to move. Many relatives reported being traumatized by events leading up to the move. Discussion and Implications ""Older old"" people are sometimes unable to make their own decisions about moving due to the urgency of health crisis and cognitive decline. There is a need to support relatives to discuss moving and housing options at timely junctures before health crises intervene in an effort to optimize older people's participation in decision making."	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=141055321&site=ehost-live	2021-07-02 01:29:53	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	207	Innovation in Aging		207	scheibl,fiona	scheibl	fiona	Y	0.0	1.0	1.0	0.0
184	185	The Role Of A Virtual Clinic In Reducing Waiting Times For Out-Patient Follow-Up.	2020	187	10.1093/ageing/afz183.30			161	49.0		i1	Topic: Hospital admissions for older people are increasing with subsequent pressure on outpatient (OP) clinics. By early 2018, 350 patients were waiting up to 6 months for follow-up, with limited capacity in existing clinics. There were concerns regarding potential harm to patients from delayed review of significant results. Intervention: A working group considered options for managing the OP waiting list. We decided to pilot a fortnightly virtual clinic (VC) where cases were reviewed without the patient present. All patients awaiting results were listed for the VC rather than routine OP. Each VC had 50 patients listed. Patientâ€™s GP received a clear action plan. Clinic rules were modified as issues were identified. Links with other specialities evolved reducing the number of missing results. Data was analysed for 50% of consultations between January 2018 and March 2019. Improvement: 311 VC appointments were reviewed: 207 in 2018 and 104 up to March 2019. Maximum 25 cases could be completed per clinic, additional sessions cleared initial backlog within 3 months. Completion time/case ranged from 2-15 minutes depending on complexity. Main reason for VC was test results: 82% in 2018, increasing to 93% in 2019. 61% in 2018, 80% in 2019 were discharged directly from VC. 20% required a 2nd VC for outstanding results. OP review post-VC fell from 16% in 2018 to just 2% in 2019. General OP requirements fell from 24hrs to 10 hours/week as a result of VCs, releasing consultants for other clinical areas. Discussion: VCs are an effective means of reviewing outstanding results fromrecent admissions and OP consultations. Routine listing of patients with outstanding investigations provides a safety net. Most results are normal and do not require follow-up. Repeat CXRs at 6 weeks continue to be requested for severely frail people who are unlikely to benefit.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=141761298&site=ehost-live	2021-07-02 01:29:53	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2021.06.24.xml	0.0	161	Age & Ageing		187	thomson,f	thomson	f	Y	0.0	1.0	1.0	0.0
