NCBI_ID,Journal,Publishers,Country_of_Publication,Language,Description,eISSN,ISSN,Year_1st_Published,Journal_URL
9610507,Journal of perianesthesia nursing : official journal of the American Society of PeriAnesthesia Nurses,W.B. Saunders Company,United States,eng, Title from cover.,1532-8473,1089-9472,1996,http://www.sciencedirect.com/science/journal/10899472
8801387,The Journal of perinatal & neonatal nursing,Lippincott Williams & Wilkins,United States,eng," Title from cover. Place of publication varies. Each issue has also a distinctive title. ""An Aspen publication.""",1550-5073,0893-2190,1987,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00005237-000000000-00000
101271023,Journal of perioperative practice,Sage in association with the Association for Perioperative Practice,England,eng," Description based on: Vol. 16, issue 2 (Feb. 2006); title from cover.",2515-7949,1750-4589,2006,http://journals.sagepub.com/home/ppj
8301364,The Journal of plastic and reconstructive surgical nursing : official organ of the American Society of Plastic and Reconstructive Surgical Nurses,American Society of Plastic and Reconstructive Surgical Nurses,United States,eng, Title from cover. Preceded by Nov. 1980 issue called also Special Issue and 12/80.,,0273-3285,1981,
8609069,Journal of post anesthesia nursing,Grune & Stratton,United States,eng, Title from cover. Official journal of: the American Society of Post Anesthesia Nurses.,,0883-9433,1986,
0376610,The Journal of practical nursing,National Association for Practical Nurse Education and Service,United States,eng, Official publication of the National Association for Practical Nurse Education and Service.,,0022-3867,1963,
9439514,Journal of psychiatric and mental health nursing,Blackwell Scientific Publications,England,eng, Title from cover.,1365-2850,1351-0126,1994,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1365-2850
7900452,Journal of psychiatric nursing,Stuart James Pub. Co. [etc.],United States,eng,,,0277-2973,1963,
101392167,Journal of renal care,Wiley-Blackwell,United States,eng," Imprint varies. Description based on: Journal 32, nr.4 (Oct./Dec. 2006) ; title from cover. Latest issue consulted: Journal 33, nr.2 (Apr./June 2007) Also published online  in Dutch, French, German, Italian, and Spanish eds. and in print for 2006 only.",1755-6686,1755-6678,2006,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1755-6686
9206498,The Journal of school nursing : the official publication of the National Association of School Nurses,Sage Publications,United States,eng, Imprint varies. Title from cover. Continues: School nurse.,1546-8364,1059-8405,1991,https://journals.sagepub.com/home/jsn
8916634,Journal of the American Academy of Nurse Practitioners,Slack for the American Academy of Nurse Practitioners,United States,eng, Title from cover.,1745-7599,1041-2972,1989,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1745-7599
7601746,The Journal of the American Association of Nephrology Nurses & Technicians,American Association Of Nephrology Nurses And Technicians,United States,eng, At head of title: AANNT. Official publication of the American Association of Nephrology Nurses and Technicians.,,0360-7615,1974,
0431453,The Journal of the American Association of Nurse Anesthetists,American Association Of Nurse Anesthetists,United States,eng,,,0002-7448,1945,
101600770,Journal of the American Association of Nurse Practitioners,Wolters Kluwer,United States,eng, Print issues ceased with v. 26 (2014).,2327-6924,2327-6886,2013,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=01741002-000000000-00000
8410048,Journal of the Association of Pediatric Oncology Nurses,The Association,United States,eng, Title from cover.,,0748-1802,1984,
9880621,Journal of the Catholic Nurses Guild of England and Wales,Catholic Nurses Guild of England and Wales,England,eng,,,,19uu,
7507218,The Journal of the New York State Nurses' Association,New York State Nurses Association,United States,eng,,,0028-7644,1970,
7901144,The Journal of the New York State School Nurse Teachers Association,New York State School Nurse Teachers Assn.],United States,eng, Official publication of the New York State School Nurse Teachers Association.,,0191-3751,1977,
7609158,Journal of the New York State School Nurse-Teachers Association,New York State School Nurse-Teachers Assn.,United States,eng, Title varies slightly. Official publication of the New York State School Nurse-Teachers Association.,,0036-1755,1969,
8204894,The Journal of the Operating Room Research Institute : JORRI,Operating Room Research Institute,United States,eng, Title from cover.,,0276-6353,1980,
18030020R,Journal of the West Australian Nurses,,Australia,eng, Official organ of the Western Australian Branch of the Royal Australian Nursing Federation.,,0022-5177,1935,
9306822,Journal of tissue viability,Tissue Viability Society,England,eng," Description based on: Vol 2, no 1 (Jan. 1992); title from cover. Continues: Care (Salisbury, England).",,0965-206X,1991,http://www.sciencedirect.com/science/journal/0965206X
9001407,Journal of transcultural nursing : official journal of the Transcultural Nursing Society,Sage Publications,United States,eng," Title from cover. Imprint varies: Livonia, Mich. : Madonna University, College of Nursing and Health, <summer 1992-> ; Sage Publications, <1999->",1552-7832,1043-6596,1989,https://journals.sagepub.com/home/tcn
9111439,Journal of transplant coordination : official publication of the North American Transplant Coordinators Organization (NATCO),Innovision Communications For The North American Transplant Coordinators Organization (Natco),United States,eng, Place of publication varies; title from cover.,,0905-9199,1991,
9512997,Journal of trauma nursing : the official journal of the Society of Trauma Nurses,Nursecom,United States,eng, Title from cover.,,1078-7496,1994,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00043860-000000000-00000
9014475,Journal of vascular nursing : official publication of the Society for Peripheral Vascular Nursing,Society For Peripheral Vascular Nursing,United States,eng, Title from cover. Continues: SPVN.,1532-6578,1062-0303,1990,http://www.sciencedirect.com/science/journal/10620303
9417080,Journal of wound care,MA Healthcare,England,eng," Description based on: Vol. 2, no. 3 (May 1993); title from cover.",,0969-0700,1992,http://www.magonlinelibrary.com/loi/jowc
9435679,"Journal of wound, ostomy, and continence nursing : official publication of The Wound, Ostomy and Continence Nurses Society",Mosby-Year Book,United States,eng, Title from cover.,1528-3976,1071-5754,1994,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00152192-000000000-00000
9008978,Journalen sykepleien,Norske Sykepleierforbund,Norway,nor," Title from cover. Organ of: Norsk sykepleierforbund. Merged with: Sykepleien. Fag, to become: Tidsskriftet sykepleien.",,0802-9776,1989,
18110565R,[Kango gijutsu] : [Nursing technique],Mejikaru Furendosha,Japan,jpn," Issues for Oct. 1956-    have also English title: The Japanese journal of nursing technics. Issues for v. 10, no. 1 1964 to v. 24, no. 2 1976 and v. 24, no. 3 1976 have also English title: The Japanese journal of nursing art. Both 1956 and 1958 called Vol. 4.",,0449-752X,1953,
18110540R,[Kango] Japanese journal of nursing,Japan Nursing Association,Japan,jpn," Issues for 1949-50 have title also in English: Nursing; 1951-58, in Japanese only. Issued 1949-shichigatsu 1951 by Nippon Josampu Kangofu Hokenfu Kyōkai; hachigatsu 1951-    by Nippon Kango Kyōkai.",,0022-8362,1949,
0133626,Kango kenkyu. The Japanese journal of nursing research,Igaku Shoin.,Japan,jpn,,,0022-8370,1968,
1305441,Kango kyoshitsu. [Nursing classroom],Igaku Shoin,Japan,jpn, Issues for Sept. 1957-Mar. 1964 have title also in English: The Japanese journal of the nursing class.,,0451-3347,1957,
18110570R,[Kango kyōiku] Japanese journal of nurses' education,Igaku Shoin,Japan,mul,,,0047-1895,1960,
7810064,Kango tenbō. The Japanese journal of nursing science,Mejikaru Furendosha.,Japan,jpn,,,0385-549X,1976,
18110590R,Kangogaku zasshi,,Japan,mul,,1345-2746,0386-9830,1946,
7601750,Kanho Hakhoe chi [The Journal of Nurses Academic Society],Taehan Kanho Hakhoe.,Korea (South),eng, Caption title also in English: The Journal of Nurses Academic Society. Table of contents and summaries in English.  Occasional article in English with Korean summary.,,0378-004X,1970,
9500886,Kanhohak t'amgu,"Yŏnse Taehakkyo Kanho Taehak, Kanho Chŏngchaek Yŏn'guso",Korea (South),eng," Each issue has also a distinctive title. Description based on: Che 2-kwŏn 1-ho, published 1993-yŏn. Articles chiefly in Korean with some in English; table of contents and summaries in both languages.",,1225-8466,1992,
18110790R,The Kansas nurse,Kansas State Nurses Association,United States,eng, Print issues ceased v. 83 (2008)? Issued by the Kansas State Nurses' Association.,,0022-8710,1941,
0153272,Kätilölehti,Suomen Katiloliitto,Finland,fin," Official journal of Suomen Kätilöliitto, 19",,0022-9415,1896,
8309653,Kentucky nurse,Published by APL Inc. for the Kentucky Nurses' Association,United States,eng, Title from cover. Official publication of the Kentucky Nurses Association. Continues: Kentucky Nurses Association.  Newsletter.,,0742-8367,1983,
0371210,Kenya nursing journal,National Nurses Association of Kenya,Kenya,eng," Issues for <2001?> called <[new series], vol. 1, no. 1->",,0301-0333,1972,
8305989,Kinderkrankenschwester : Organ der Sektion Kinderkrankenpflege,Schmidt-Romhild,Germany,ger, Title from cover.,,0723-2276,1982,
9425346,Klinisk sygepleje,Munksgaard International Publishers,Denmark,dan, Description based on: 1 (febr. 1988); title from cover.,,0902-2767,1987,
0321505,"Krankenpflege (Frankfurt am Main, Germany)",Deutscher Berufsverband Fur Krankenpflege,Germany,ger," Title from cover. Issued by: Agnes Karll-Verband für Krankenpflegeberufe, 1972-June 1973; Deutscher Berufsverband für Krankenpflege; July 1973-July/Aug. 1991; Deutscher Berufsverband für Pflegeberufe, Sept. 1991-1993.",,0944-9183,1972,
8006304,Krankenpflege Journal,Schwestern-Revue],Germany,ger,,,0174-108X,1980,
8000153,Krankenpflege. Soins infirmiers,Schweizer Berufsverband Der Krankenschwestern Und Krankenpflege,Switzerland,fre, Text in German or French. Organ of the Schweizer Berufsverband der Krankenschwestern und Krankenpfleger. Continues Zeitschrift für Krankenpflege.  Revue suisse des infirmières.,,0253-0465,1979,
0425135,Die Krankenschwester,Vereingung Der Diplom. Krankenschwestern Und Krankenpfleger Osterreichs,Austria,ger, Organ of the Vereinigung der Diplomierten Krankenschwestern und Krankenpfleger Oesterreichs. Continued by Oesterreichische Schwesternzeitung.,,0303-500X,1948,
8609082,"Kritiek (Ravels, Belgium)",Vlaamse Vereniging Intensieve Zorgen Verpleegkundigen,Belgium,dut," Description based on: Jaarg. 4, nr. 1 (okt.-nov. 1985); title from cover. Journal of the Vlaamse Vereniging Intensieve Zorgen Verpleegkundigen V.Z.W.",,0774-5346,1982,
8302118,Kurinikaru sutadī = Clinical study,Mejikaru Furendosha.,Japan,jpn," Description based on: dai 1-kan, dai 6-gō (9 '80); title from cover.",,0388-5585,1980,
0015376,The Lamp,New South Wales Nurses Association,Australia,eng, Official journal of the New South Wales Nurses' Association.,,0047-3936,1944,
8511320,Lampada,Royal College of Nursing,England,eng, Description based on: Issue no. 4 (summer 1985); title from cover. Magazine for all members of the Royal College of Nursing.,,0266-8769,1984,
8711105,Laser nursing,Mary Ann Liebert,United States,eng, Title from cover.,,0888-6075,1987,
8205794,"Law, medicine & health care : a publication of the American Society of Law & Medicine",American Society Of Law And Medicine,United States,eng," Title from cover. Issued winter 1992 by the American Society of Law, Medicine & Ethics. Formed by the union of: Medicolegal news, and: Nursing law & ethics and continues the numbering of the former.",,0277-8459,1981,
7507243,League exchange,National League For Nursing,United States,eng, Issued 1952 by the National League of Nursing Education; 1953-    by the National League for Nursing.  Some numbers issued by the Division of Nursing Education of the National League for Nursing.,,0077-5134,1952,
0102673,League lines,New York State League For Nursing,United States,eng,,,,1955,
9715780,The Lippincott health promotion letter,Lippincott-Raven Publishers,United States,eng, Title from caption.,,1089-9693,1997,
100961551,Lippincott's case management : managing the process of patient care,Lippincott Williams & Wilkins,United States,eng, Title from cover. Approved for continuing education credit.,,1529-7764,2000,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00129234-000000000-00000
9706704,Lippincott's primary care practice,Lippincott Williams & Wilkins,United States,eng," Title from cover. ""A peer-reviewed series."" Each issue has also a distinctive topic. Approved for continuing education credit.",,1088-5471,1997,
8608499,Long-term care quarterly,"American Nurses Association, Center For Research",United States,eng,,,0891-8104,1986,
1300152,Maine nurse,Maine State Nurses Association,United States,eng, Official bulletin of the Maine State Nurses' Association.,,0025-0767,1969,
9310753,MainLines : the newsletter for the Midwest Alliance in Nursing,MAIN,United States,eng," Description based on: Vol. 3, no. 3 (spring 1982); title from caption. Official publication of the Midwest Alliance in Nursing, fall 1992?- .",,0278-9450,1980,
0073774,The male nurses' journal,Society Of Male Nurses,England,eng," Description based on: No. 26 (Jan. 1951); title from cover. Official publication of the Society of Registered Male Nurses, May 1952?-   ; Society of Male Nurses, Oct. 1966- .",,,1944,
1246142,The Maryland nurse,Maryland Nurses Association,United States,eng," ""Official publication of the Maryland Nurses Association."" Supersedes Maryland nursing news.",,0047-6080,1970,
1246143,Maryland nursing news,Maryland Nurses Association,United States,eng, Issued 1931?-summer 1959 by the Maryland State Nurses Association; winter 1959-1969 by the Maryland Nurses Association (spring 1957-winter 1959 with the Maryland League for Nursing) Superseded by the Maryland nurse.,,,1931,
7803548,The Massachusetts nurse,Massachusetts Nurses Assn.,United States,eng,,,0163-0784,1976,
18620490R,Medit︠s︡inskai︠a︡ sestra,Ministerstvo Zdravookhraneniia Rsfsr,Russia (Federation),rus," Indexes --gg. 1-18, 1942-59, in g. 19, no. 8. Table of contents Russian and English, 1942?-45, 1957- Issued by Narodnyĭ komissariat zdravookhraneniia SSSR, 1942?-45, Ministerstvo zdravookhraneniia SSSR, 1946-55, Ministerstvo zdravookhraneniia RSFSR, 1956- Merged with: Felʹdsher i akusherka, to form: Medit︠s︡inskai︠a︡ pomoshchʹ.",,0025-8342,1942,
9300545,Medsurg nursing : official journal of the Academy of Medical-Surgical Nurses,"Jannetti Publications, Inc.",United States,eng, Title from cover.,,1092-0811,1992,
9801603,Mental health care,TM & D Press,England,eng," Title from cover. ""The journal for mental health and learning disabilities nurses.""",,1368-1230,1997,
8804998,Mental health nursing : journal of the Psychiatric Nurses Association,Psychiatric Nurses Association,England,eng, Title from cover. Issue for no. 1 also dated Sept. 1987.,,0957-0780,1987,
101133625,"Mental health today (Brighton, England)",Pavilion,England,eng, Title from cover. Latest issue consulted: Oct. 2003. Print issues ceased with Sept./Oct. 2015.,,1474-5186,2001,
1260337,The Michigan nurse,Michigan Nurses Association,United States,eng," Beginning with no. for Feb.-Mar. 1970, Michigan nurse newsletter issued at six week intervals between issues of the Michigan nurse. Official organ of the Michigan Nursing Center Association, 1928?-June 1952; Michigan State Nurses Association, Oct. 1952-Dec. 1963; Michigan Nurses Association, Jan. 1964-",,0026-2366,1928,
9306096,Midwest Alliance in Nursing journal,Midwest Alliance In Nursing Inc,United States,eng, Three times a year. Title from caption.,,1048-499X,1989,
7504095,Midwife and health visitor,Recorder Press,England,eng,,,0026-3516,1965,
7504096,"Midwife, health visitor & community nurse",Recorder Press,England,eng,,,0306-9699,1975,
8510930,Midwifery,Churchill Livingstone,Scotland,eng,,1532-3099,0266-6138,1985,http://www.sciencedirect.com/science/journal/02666138
9303318,Midwifery today and childbirth education,Midwifery Today],United States,eng, Description based on: No. 23 (autumn 1992); title from cover.,,1522-2888,1989,
100888783,Midwifery today with international midwife,Midwifery Today,United States,eng, Title from cover. Print issues ceased with no. 132 (Winter 2019).,,1551-8892,1997,
101472618,Midwives,Redactive Pub. Ltd.,England,eng," Vol. 18, Summer 2015 misnumbered Vol. 19, Summer 2015.",,1479-2915,2008,
18710610R,Midwives chronicle,Royal College Of Midwives,England,eng," Title varies: Midwives chronicle and nursing notes, Jan. 1945-July 1958. Caption title 1958-June 1992: Midwives chronicle and nursing notes. Official organ of the College of Midwives, Jan. 1945-June 1947; of the Royal College of Midwives, July 1947-",,0026-3524,1940,
9506689,Midwives : official journal of the Royal College of Midwives,Royal College Of Midwives,England,eng, Title from cover.,,1355-8404,1995,
9317135,Minimally invasive surgical nursing,Mary Ann Liebert,United States,eng, Quarterly. Title from cover. Continues: Laser nursing.,,1068-5685,1993,
0067406,Minnesota nursing accent,Minnesota Nurses Association,United States,eng, Official publication of the Minnesota Nurses Association.,,,1962,
9422780,Minority nurse newsletter,Tucker Publications,United States,eng, Title from caption.,,1071-9946,1994,
0044610,Mississippi RN,Mississippi Nurses Association,United States,eng, Official publication of the Mississippi Nurses Association.,,0026-6388,194u,
18740120R,The Missouri nurse,Missouri Nurses' Association,United States,eng, Issues for    -Mar. 1947 have title: Missouri State Nurses' Association Bulletin. Official publication of the Missouri State Nurses' Association.,,0026-6655,1932,
0070743,MLN bulletin,Minnesota League For Nursing,United States,eng,,,0047-7508,1952,
9210216,MNA accent,Minnesota Nurses Association,United States,eng," Title from cover. Issue for July/Aug. 1993 called v. 1, no. 1 but constitutes v. 65, no. 7. Vol. 56, no. 9 (1984) misnumbered as v. 56, no. 8.",,0026-5586,1976,
9443126,Modern midwife,Hayward Medical Communications,England,eng," Description based on: Vol. 4, no. 3 (Mar. 1994); title from cover.",,0963-276X,1991,
0420172,Modern nursing home,Mcgraw Hill,United States,eng, Continues Modern nursing home administration. Superseded by Modern healthcare [Long-term care ed.],,0026-8178,1967,
7609371,Munca sanitară,Editura Medicala,Romania,rum," Articles in Romanian; tables of contents and summaries in English, French, German, Romanian, and Russian. Organ of the Ministerul Sănătăţii, 1952-55 and the Societătea Stiinţelor Medicale, 1953-July 1962; of the Uniunea Societăţilor de Stiinţe Medicale, Aug. 1962-Aug. 1965; of the Societătea de Cadre Medii, Sept. 1965-June 1974.",,0027-318X,1952,
9504562,N & HC perspectives on community : official publication of the National League for Nursing,National League For Nursing,United States,eng, Title from cover.,,1081-8731,1995,
9107925,NAACOG newsletter,Nurses Association Of The American College Of Obstetricians And Gynecologists,United States,eng," Bimonthly, Mar./Apr. 1982?-   ; monthly, June 1986?-1992. Description based on: Vol. 9, no. 2 (Mar./Apr. 1982); title from caption. Vols. for 1985-1992 published by NAACOG. Continues: Bulletin; news of the Nurses Association of ACOG. Continued by: AWHONN voice.",,0889-0579,1982,
9010476,NAACOG's clinical issues in perinatal and women's health nursing,Lippincott,United States,eng," Quarterly. Each volume has also a distinctive title. Official publication of: NAACOG--the organization for obstetric, gynecology, neonatal nurses.",,1046-7475,1990,
8002791,NAACOG technical bulletin,Nurses Association Of The American College Of Obstetricians And Gynecologists,United States,eng,,,0198-9227,1977,
9879596,Nanr News,National Association Of Nurse Recruiters,United States,eng,,,,1977,
101528330,NASN school nurse (Print),Sage Publications,United States,eng," Latest issue consulted: Vol. 24, no.  2 (March 2009).",1942-6038,1942-602X,2008,http://nas.sagepub.com/
8912016,NASNewsletter,Health Information Publications,United States,eng," Description based on: May 1985; title from caption. Latest issue consulted: Vol. 18, no. 1 (Jan. 2003).",1546-8356,1047-4757,1985,https://journals.sagepub.com/home/nas
9106697,National medical-legal journal,"Medical-Legal Consulting Institute, Inc.",United States,eng, Quarterly. Title from caption. Continued by online format: Legal nurse consulting ezine.,,1052-309X,1990,
1251427,NATNews,National Association Of Theatre Nurses,England,eng, Speciality supplements accompany some issues. Continued by: British journal of theatre nursing.,,0027-6049,1964,
8608530,Nāsu sutēshon : NS = Nurses' station quarterly,Nasu Suteshon,Japan,jpn," Description based on: Vol. 16, no. 1 (1986-1); title from cover.",,0387-351X,1971,
19010060R,Nebraska nurse,Nebraska State Nurses Association,United States,eng, Official publication of the Nebraska State Nurses' Association.,,0028-1921,1947,
8812669,NEHW health watch,Nurses' Environmental Health Watch,United States,eng," Description based on: Vol. 5, no. 3 (fall 1984); title from caption. Imprint varies.",,8756-0356,198u,
8503921,Neonatal network : NN,Springer Publishing Company,United States,eng," Title from caption. Official publication of the National Association of Neonatal Nurses, <June 1997- >; the Academy of Neonatal Nursing, <Mar./Apr. 2006->",1539-2880,0730-0832,1981,http://connect.springerpub.com/content/sgrnn
9216087,Neonatal pharmacology quarterly,Neonatal Network,United States,eng, Quarterly. Title from cover.,,1056-8956,1992,
8709753,Nephrology news & issues,SLACK Incorporated,United States,eng," Title from cover. Issue for Feb. 1987 also called ""Premiere issue.""",1944-7493,0896-1263,1987,
7909387,Nephrology nurse,Simms Associates,United States,eng,,,0164-4386,1979,
100909377,Nephrology nursing journal : journal of the American Nephrology Nurses' Association,The Association,United States,eng, Title from cover.,,1526-744X,2000,
9875612,Nevada Nurses Association Quarterly Newsletter,Nevada Nurses Association,United States,eng,,,,1969,
9878814,Nevada RNformation,Nevada Nurses' Association.,United States,eng," ""An official publication of the Nevada Nurses's Association.""",,0273-4117,1972,
8612860,New era nursing image international : NENI,Ilesa Diocese Print. Press,Nigeria,eng," Description based on: Vol. 2, no. 2, published 1986; title from cover.",,0794-4373,1984,
7507308,New Jersey League for Nursing news,New Jersey League For Nursing,United States,eng,,,0047-9780,1952,
7907163,New Jersey nurse,New Jersey State Nurses Association,United States,eng, Place of publication varies. Official newsletter of the New Jersey State Nurses Association. Continues NJSNA newsletter.,,0196-4895,1978,
7806629,New Mexico nurse,New Mexico Nurses' Assn. [etc.,United States,eng," Title varies slightly. Vol. numbers irregular: v. 9-18 repeated. Official publication of the New Mexico State Nurses' Association, 1949?-Nov. 1958; of the New Mexico Nurses' Association, Dec. 1958- . Issued by the New Mexico State Nurses' Association, 1949?-Nov. 1958. Continues Newsletter - New Mexico State Nurses' Association.",,0028-6273,1949,
9312538,The New world of Irish nursing : official journal of Irish Nurses Organisation and National Council of Nurses,In Ireland Pub.,Ireland,eng, Bimonthly. Title from cover.,,1393-807X,1993,
0247735,New York state nurse,New York State Nurses Association,United States,eng, Official organ of the New York State Nurses' Association.,,,1938,
7802207,New Zealand nursing forum,Nurses Society of New Zealand.,New Zealand,eng, Journal of the Nurses Society of New Zealand.,,0110-7968,1977,
19110850R,The New Zealand nursing journal. Kai tiaki,New Zealand Registered Nurses Association,New Zealand,eng," Official organ of the New Zealand Registered Nurses' Association, and: of New Zealand Nurses' Association, 1974?-Mar. 1993. Merged with: NZNU news, to form: Nursing New Zealand.",,0028-8535,1908,
1300155,News letter. Maine State Nurses' Association,Maine State Nurses Association,United States,eng, Supersedes: Maine State Nurses' Association News letter.,,0464-5855,1966,
9875611,News Letter; Florence Nightingale International Nurses Association,Florence Nightingale International Nurses Association,England,eng,,,,1968,
9878932,News & Views : Rhode Island Nursing Magazine,Rhode Island State Nurses' Association,United States,eng, Description based on surrogate of: (Jan./Feb. 1988); title from caption.,,,19uu,
7507318,"Newsette - Department of Health National League of Nurses, Manila, Philippines",Ministry Of Health National League Of Nurses,Philippines,eng,,,0418-7199,1961,
0045354,Newsletter. Kentucky Nurses Association,Kentucky Nurses Association,United States,eng," Title varies slightly: Kentucky Nurses Association newsletter, Apr./May 1974?-June/July 1978. Called also KNA newsletter. Continued by Kentucky nurse",,0023-0316,1953,
0242753,Newsletter. Wisconsin League for Nursing,Wisconsin League For Nursing,United States,eng, Issue for Oct. 1969 includes membership list for 1969.,,,1959,
0225531,The Nigerian nurse,Professional Association Of Trained Nurses Of Nigeria,Nigeria,eng, Official journal of the Professional Association of Trained Nurses of Nigeria.,,0331-4448,1968,
9315623,Nihon Kango Kagakkai shi = Journal of Japan Academy of Nursing Science,Nihon Kango Kagaku Gakkai,Japan,jpn, Irregular. Vols. for Dec. 1992?-   includes transactions of the Academy's 12th?-   annual meeting. Description based on: Dai 2-kan dai 1-gō (Shōwa 57-nen [1982] 7-gatsu); title from cover. Text in Japanese; table of contents also in English.,,0287-5330,1981,
7909393,NITA,Published for the Assn. by Lippincott.,United States,eng, Official journal of the National Intravenous Therapy Association.,,0160-3930,1978,
9875616,Njsna Newsletter,New Jersey State Nurses Association,United States,eng,,,,1971,
0172707,NLN convention papers,National League For Nursing,United States,eng,,,,1967,
101770511,NLN publications,National League For Nursing,United States,eng,,,,19uu,
9516229,NLN update : connecting members of the National League for Nursing,National League For Nursing,United States,eng, Title from caption.,,1080-773X,1995,
8912007,Nosēleutikē,Ethnikos Syndesmos Diplomatoychon Hellenidon Nosokomon,Greece,gre, Description based on: Diplo teuchos 74-75 (Mart.-Ioun. 1979); title from cover. Some issues have English summaries of contents as inserts. Continues: Hellenis adelphe.,,1105-6843,1979,
7701468,Nouvelles - Comité international catholique des infirmières et assistantes médico-sociales. News - International Committee of Catholic Nurses and Medico-Social Workers,Comité international catholique des infirmières et assistantes mĕdico-sociales.,Belgium,eng, Text in French and English. Formed by the union of C.I.C.I.A.M.S. nouvelles and C.I.C.I.A.M.S. news.,,0926-3209,1975,
9309830,"NP news (Bellevue, Wash.)",Elsevier Science Inc,United States,eng, Six times per year. Title from caption.,,1069-6903,1993,
9709306,NT learning curve,s.n.,England,eng, Title from cover.,,,1997,
8103157,Nueva enfermeria,Consejo General de Ayudantes Técnicos Sanitarios],Spain,spa, Description based on: no. 13 (jul. 1980); title from cover. Organ of the Consejo General de Ayudantes Técnicos Sanitarios.,,0210-8275,1979,
9009407,Nurse anesthesia,Appleton & Lange,United States,eng, Quarterly. Title from cover.,,0897-7437,1990,
9312545,Nurse author & editor,Wiley,England,eng," Title from caption. Imprint varies. Print issues ceased with v. 15, no. 4 (2005).",1750-4910,1054-2353,1991,http://www.nurseauthoreditor.com
8511379,Nurse education today,Churchill Livingstone,Scotland,eng," Description based on: Vol. 2, no. 1 (Feb. 1982); title from cover.",1532-2793,0260-6917,1981,http://www.sciencedirect.com/science/journal/02606917
7701902,Nurse educator,Lippincott Williams & Wilkins,United States,eng, Place of publication varies.,1538-9855,0363-3624,1976,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00006223-000000000-00000
9880100,Nurse Educators Opportunities And Innovations,Nursing Resources,United States,eng,,,,1983,
9009036,Nurse managers' bookshelf,Williams And Wilkins,United States,eng, Quarterly. Title from analytical t.p.,,,1989,
9100939,Nurse practitioner forum,W.B. Saunders Co.,United States,eng, Title from cover.,,1045-5485,1990,
9435953,Nurse researcher,RCNi,England,eng," ""A Nursing standard publication."" Some issues with distinctive title. Description based on: Vol. 1, no. 4 (June 1994); title from cover.",2047-8992,1351-5578,1993,http://journals.rcni.com/journal/nr
9875104,Nurses Lamp,Nurses Christian Fellowship Of Inter-Varsity Christian Fellowship U.S.A.,United States,eng,,,0885-5854,1950,
8009575,Nursing,Bailliere Tindal,England,eng, Continued by: British journal of nursing (Mark Allen Publishing).,,0142-0372,1979,
7600137,Nursing,"Lippincott, Williams & Wilkins",United States,eng," Issues for 1971-   carry a year designation in conjuction with the title, e.g. Nursing71, etc.",1538-8689,0360-4039,1971,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00152193-000000000-00000
19230340R,Nursing,Association Nationale Catholique Du Nursing,Belgium,fre, Text in French. Organ of the Association nationale des infirmières catholiques belges.,,0029-6457,1929,
7703976,Nursing administration quarterly,Lippincott Williams & Wilkins,United States,eng, Place of publication varies.,1550-5103,0363-9568,1976,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00006216-000000000-00000
9711055,Nursing and health care perspectives,"National League for Nursing, Inc.",United States,eng, Title from cover.,,1094-2831,1997,
9105915,Nursing BC,Registered Nurses Association Of British Columbia,Canada,eng," Title from cover. Published by: College of Registered Nurses of British Columbia, Aug. 2005- .",,1185-3638,1991,
0366141,Nursing care,Duaal Pub. Co.,United States,eng, Issues for Mar.-Apr. 1973 have title: Nursing care - bedside nurse. Official journal of the National Federation of Licensed Practical Nurses.,,0091-2379,1973,
8214544,Nursing careers,"Nursing Careers, Inc.",United States,eng," Description based on: v. 3, no. 1 (Jan./Feb. 1982); title from caption.",,0273-7124,1980,
9606068,Nursing case management : managing the process of patient care,Lippincott,United States,eng, Title from cover.,,1084-3647,1996,http://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=00063148-000000000-00000
101554473,Nursing children and young people,RCNi,England,eng, Title from cover.,2046-2344,2046-2336,2011,http://journals.rcni.com/loi/ncyp
9101481,Nursing diagnosis : ND : the official journal of the North American Nursing Diagnosis Association,Nursecom,United States,eng, Place of publication varies.,,1046-7459,1990,
