	id	title	year	auth_id	doi	pmid	umi	journal_id	volume	issue	start_page	abstract	url	date_added	repeats	filename	nursauth	id_1	name	nurs	id_2	name_3	lastname	firstname	title_use	abstract_mentions_count	complexity_mentions	complexity_title_use
250	251	Older Patients' Perspectives On Factors Contributing To Frequent Visits To The Emergency Department: A Qualitative Interview Study.	2021.0	315	10.1186/s12889-021-11755-z	34544405.0		315	21	1	1709	BACKGROUND: Older patients are at high risk of unplanned revisits to the emergency department (ED) because of their medical complexity. To reduce the number of ED visits, we need more knowledge about the patient-level, environmental, and healthcare factors involved. The aim of this study was to describe older patients' perspectives and experiences before and after an ED visit, and to identify factors that possibly contribute to frequent ED revisits. METHODS: This was a qualitative description study. We performed semi-structured individual interviews with older patients who frequently visited the ED and were discharged home after an acute visit. Patients were enrolled in the ED of a university medical centre using purposive sampling. Interviews were recorded, transcribed, and coded independently by two researchers. Theoretical analysis was used to identify recurring patterns and themes in the data. Interviews were conducted until thematic saturation was reached. RESULTS: In-depth interviews were completed with 13 older patients. Three main themes emerged: 1) medical events leading to feelings of crisis, 2) patients' untreated health problems, and 3) persistent problems in health and daily functioning post discharge. Participants identified problems before and after their ED visit that possibly contributed to further ED visits. These problems included increasing symptoms leading to feelings of crisis, the relationship with the general practitioner, incomplete discharge information at the ED, and inadequate follow-up and lack of recovery after an ED visit. CONCLUSIONS: This qualitative study identified multiple factors that may contribute to frequent ED visits among older patients. Older patients in need of acute care might benefit from hospital-at-home interventions, or acute care provided by geriatric emergency teams in the primary care setting. Identifying frailty in the ED is needed to improve discharge communication and adequate follow-up is needed to improve recovery after an acute ED visit.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		315	Bmc Public Health		315	kolk,daisy	Kolk	Daisy	0.0	1.0	1.0	0.0
248	249	The Grief And Bereavement Experiences Of Informal Caregivers: A Scoping Review Of The North American Literature.	2022.0	313	10.1177/08258597211052269	34860618.0		313	37	2	242	Background: Informal caregivers are a significant part of the hospice and palliative care landscape as members of the interdisciplinary care team. Despite this, little is known about the impact this responsibility has on informal caregivers' experiences of grief and bereavement. Objective: To address this, a scoping review of the literature was conducted to explore the current state of knowledge toward grief and bereavement of informal caregivers of adult/geriatric patients in the hospice and palliative/end-of-life care realm within North America. Methods: Using Arksey and O'Malley's 5-step framework, key electronic health care and social sciences databases (eg, CINAHL, MEDLINE, ProQuest Sociological Abstracts, PsycINFO) alongside gray literature sources were searched and screened against inclusion and exclusion criteria. A thematic content analysis was used to identify key themes. Results: 29 articles met the final inclusion criteria with 3 central themes emerging: (1) mediators of grief, (2) grief experiences, and (3) types of grief. Discussion: Informal caregivers encounter unique grief and bereavement experiences: The range of psychosocial outcomes, both negative and positive, can be affected by various mediators such as caregiver burden, demographics, disease type of the patient being cared for, etc. Bereavement interventions must be designed with the mediators of grief in mind. Conclusions: Understanding the nuances of informal caregivers' experiences with grief and bereavement will inform and advance practice, policy, and research. Practitioners/clinicians should be further educated on how to properly acknowledge the complexity of grief and bereavement for informal caregivers, specifically paying attention to mediators. Further research needs to consider the role of culture.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		313	Journal Of Palliative Care		313	skantharajah,neerjah	Skantharajah	Neerjah	0.0	1.0	1.0	0.0
267	268	Frailty Index Is Useful For Predicting Postoperative Morbidity In Older Patients Undergoing Gastrointestinal Surgery: A Prospective Cohort Study.	2022.0	336	10.1186/s12893-022-01471-9	35172806.0		336	22	1	57	BACKGROUND: Many assessment tools have been used to identify frail surgical patients. This study was designed to explore the prediction value of the frailty index (FI) for postoperative morbidity in older patients undergoing elective gastrointestinal surgery. METHODS: Between January 2019 and September 2020, we conducted a prospective study in our hospital, and patients aged over 65Â years were enrolled. The FI assessment was conducted by two specialist nurses based on the 38-item scale, and patients were considered frail if the FI score wasâ€‰â‰¥â€‰0.25. The primary outcome was 30-day postoperative morbidity. Univariable and multivariable analyses were used to find the risk factors related to postoperative morbidity. RESULTS: A total of 246 consecutive patients were enrolled, for whom the median age was 72.0 [interquartile range (IQR): 67.0-77.0] years old, and 175 (71.1%) were male. Of these, 47 (19.1%) were frail. Patients with frailty were associated with older age (pâ€‰<â€‰0.001), higher American Society of Anesthesiologists (ASA) grade (pâ€‰=â€‰0.006), lower body mass index (pâ€‰=â€‰0.001), lower albumin (pâ€‰=â€‰0.003) and haemoglobin (pâ€‰<â€‰0.001) levels, increased blood loss (pâ€‰=â€‰0.034), increased risk of postoperative morbidity (pâ€‰<â€‰0.001), increased median length of stay (pâ€‰=â€‰0.017), and increased median postoperative hospital stay (pâ€‰=â€‰0.003). Multivariable analysis revealed that ASA grade [odds ratio (OR): 2.59, 95% confidence interval (CI) 1.19-5.64, pâ€‰=â€‰0.016], FI score (OR 7.68, 95% CI 3.19-18.48, pâ€‰<â€‰0.001) and surgical complexity (OR 22.83, 95% CI 5.46-95.51, pâ€‰<â€‰0.001) were independent predictors of 30-day postoperative morbidity. However, for patients with major surgery, FI score was the only independent predictor (OR 8.67, 95% CI 3.23-23.25, pâ€‰<â€‰0.001). CONCLUSION: Frailty was associated with adverse perioperative outcomes, and the 38-item FI scale was a useful frailty screening tool for older patients undergoing elective gastrointestinal surgery. For patients with major surgery, frailty was a more reliable predictor of postoperative 30-day morbidity than age and ASA grade.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		336	Bmc Surgery		336	gu,chaoyang	Gu	Chaoyang	0.0	1.0	1.0	0.0
281	282	Implementation Of The Frailty Assessment To Improve Liver Transplant Outcomes.	2022.0	350	10.1007/s40520-022-02111-1	35380349.0		201	34	8	1919	The majority of patients undergoing Orthotopic Liver Transplantation (OLT) have increased in age, therefore chronological age may have become an unreliable parameter for supporting clinical decisions. The age-related deficit accumulation model measuring frailty proposed by Rockwood et al., may propose an alternative in providing an estimate of an individual's biological age. No Frailty Index (FI) tailored specifically for OLT patients exists to date. Forty-three consecutive OLT patients withâ€‰â‰¥â€‰20Â years of survival with a functioning graft were included in our study. The FI was computed taking to account 39 items (FI-39), meeting the standard criteria for internal validation. Endpoints were polypharmacy, and recent Emergency Room admission. The mean age of our population was 69 (sd 9) years. The mean FI-39 was 0.23 (sd 0.1). The FI-39 was associated with polypharmacy [odds ratio (OR) 1.13; Confidence interval (95%CI) 1.03-1.24; pâ€‰=â€‰0.01], and recent Emergency Room admission [beta coefficientâ€‰+â€‰1.98; 95%CIâ€‰+â€‰0.26,â€‰+â€‰3.70; pâ€‰=â€‰0.03], independent for age and sex. This study demonstrates that an FI can be derived from data collected during routine clinical follow-up and allows for improved differentiation related to the OLT clinical complexity in OLT patients, independent of chronological age. This may lead to the adoption of FI-39 to improve personalized OLT patient care.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		201	Aging Clinical And Experimental Research		350	corradi,mattia	Corradi	Mattia	0.0	1.0	1.0	0.0
278	279	Age-Related Changes In Clinical Characteristics And Outcomes Of Chronic Heart Failure Outpatients In A Cardiology Setting. A Report From The Italian Network On Heart Failure.	2022.0	347	10.1016/j.ijcard.2021.11.014	34793855.0		347	346		36	AIMS: Ageing and comorbidities are increasing frailty/complexity of heart failure (HF) patients globally. We assessed evolving trends over two decades according to patients' age and time of recruitment in a nationwide cardiology setting in Italy. METHODS AND RESULTS: Chronic HF outpatients recruited between 1999 and 2018 (NÂ =Â 14,823) were divided into 3 cohorts: 1999-2005 (NÂ =Â 5404); 2006-2011 (NÂ =Â 3971); 2012-2018 (NÂ =Â 5448). We analyzed temporal changes in clinical characteristics, therapies, and outcome (1-year all-cause mortality/cardiovascular hospitalization), overall and by age group: <65 (nÂ =Â 5465); 65-79 (nÂ =Â 6838); â‰¥80 (nÂ =Â 2520) years old. Across enrolment epochs, comorbidities (atrial fibrillation, hypertension, obesity) increased by both epoch/age groups (pÂ <Â 0.001), whereas the prevalence of ischemic etiology declined among patients â‰¥65Â years (pÂ =Â 0.05). Accordingly, the preserved LVEF phenotype (HFpEF) increased in all age categories (pÂ <Â 0.001) over time. Moreover, the use of betablockers, mineralocorticoid-receptor antagonists and loop-diuretics rose by enrolment epoch in all age groups (pÂ <Â 0.05). In parallel with these epidemiologic/treatment changes, age-adjusted survival free from cardiovascular hospitalization improved over time (pÂ <Â 0.0001). However, divergent trends in the end-point components were apparent according to age groups: mortality decreased in patients<80Â years, although hospitalizations remained stable in the youngest group, while subjects â‰¥65Â years were less likely to be admitted for cardiovascular causes (all pÂ <Â 0.005). CONCLUSIONS: Over two decades in a cardiology outpatient setting, the prevalence of comorbid HFpEF increased in all age categories. Mortality improved among patients<80Â years and cardiovascular hospitalizations decreased in patientsâ‰¥65Â years. These findings point to the value of cardiologist' input in the management of adult chronic HF patients at all ages.		2023-01-03 03:44:57	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		347	International Journal Of Cardiology		347	gori,mauro	Gori	Mauro	0.0	1.0	1.0	0.0
65	66	Future Nursing Research Of Older Adults: Preserving Independence And Reducing Health Disparities.	2022.0	93				93	26	1	1	Nursing professionals are at the forefront of primary care and the largest segment of the health workforce, and nurse researchers can bring vital perspectives to aging research and clinical practice. Although healthcare systems are experiencing more work from the aging of populations, unfortunately there are limited nurse researchers trained in gerontological nursing. Future research in older adults needs to be based on the current needs of and for older adults. In this article, I identify potential future research of aspects for older adults by highlighting opportunities and examples to conduct culturally appropriate interventions that aim to reduce health disparities and preserve independence. Because there is a complexity of health issues in older adults, nurse researchers need to pursue the best ways to address their needs, investigate and disseminate technology-based assessments, provide culturally appropriate interventions to promote independence, prevent chronic conditions, and enhance health equality. Nurses and nurse researchers also need to monitor the changes in functional status and health of older adults, especially as the global burden and costs of diseases and disability of this population grows, and to save unnecessary health care expenditure. To create new knowledge and discover best practices in aging care, nurse researchers lead multidisciplinary teams, develop innovative ideas with the potential for significant clinical impact, and use appropriate research approaches that steer to successful grant applications to national funding agencies. It is essential to establish a program for training or mentoring nurse researchers dedicated to caring for older adults, advocating, and disseminating innovative care to maximize the independence of older adults.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=154207049&site=ehost-live	2023-01-03 03:42:38	0	Mhallagingandcomplexityorcomplexandfrail_nursjournals_2022.10.03.xml	1.0	93	Pacific Rim International Journal of Nursing Research	1.0	93	ladda,thiamwong	ladda	thiamwong	0.0	1.0	1.0	0.0
64	65	Social Care Costs For Communityâ€Dwelling Older People Living With Frailty.	2022.0	91	10.1111/hsc.13450			91	30	3	e804	International evidence indicates that older people with frailty are more likely to access social care services, compared to nonfrail older people. There is, however, no robust evidence on costs of social care provided for communityâ€dwelling older people living with frailty in their own homes. The main objective of this study was to examine the relationship between communityâ€dwelling older people living with frailty, defined using the cumulative deficit model, and annual formal social care costs for the 2012â€“2018 period. A secondary objective was to estimate formal social care spending for every 1% reduction in the number of older people who develop frailty over 1 year. Secondary analysis of prospective cohort data from two large nationally representative communityâ€based cohort studies in England was performed. Respondents aged â‰¥75 were used in the main analysis and respondents aged 65â€“74 in sensitivity testing. We used regression tree modelling for formal social care cost analysis including frailty, age, gender, age at completing education and living with partner as key covariates. We employed a minimum node size stopping criteria to limit tree complexity and overfitting and applied 'bootstrap aggregating' to improve robustness. We assessed the impact of an intervention for every 1% decrease in the number of individuals who become frail over 1 year in England. Results show that frailty is the strongest predictor of formal social care costs. Mean social care costs for people who are not frail are Â£321, compared with Â£2,895 for individuals with frailty. For every 1% of nonfrail people not transitioning to frailty savings of Â£4.4 million in annual expenditures on formal social care in England are expected, not including expenditure on care homes. Given considerably higher costs for individuals classed as frail compared to nonfrail, a successful intervention avoiding or postponing the onset of frailty has the potential to considerably reduce social care costs.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=156251798&site=ehost-live	2023-01-03 03:42:38	2	Mhallagingandcomplexityorcomplexandfrail_nursjournals_2022.10.03.xml	0.0	91	Health & Social Care in the Community	1.0	91	nikolova,silviya	nikolova	silviya	0.0	1.0	1.0	0.0
69	70	A New Tool To Measure Acuity In The Community: A Case Study.	2021.0	97	10.12968/bjcn.2021.26.10.482			97	26	10	482	The provision of acute healthcare within patients own home (i.e. hospital in the home) is an important method of providing individualised patient-centred care that reduces the need for acute hospital admissions and enables early hospital discharge for appropriate patient groups. The Hospital in the Home (HitH) model of care ensures that this approach maximises patient safety and limits potential risk for patients. As HitH services have seen record numbers of patient referrals in the past 2 years, there is now a greater need to measure and understand the acuity and dependency levels of the caseload. Through an expert clinician development process at one NHS trust, aspects of procedural complexity, interdisciplinary working, risk stratification and comorbidities were used to quantify acuity and dependency. This paper uses a case study approach to present a new method of measuring this important concept.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=152928984&site=ehost-live	2023-01-03 03:42:39	0	Mhallagingandcomplexityorcomplexandfrail_nursjournals_2022.10.03.xml	0.0	97	British Journal of Community Nursing	1.0	97	baker,edward	baker	edward	0.0	1.0	1.0	0.0
95	96	Blood Pressure, Frailty And Dementia.	2021.0	129	10.1016/j.exger.2021.111557	34537278.0		21	155		111557	High blood pressure (BP) affects 75% of people aged over 70. Ageing alters BP homeostasis, resulting in postural hypotension and increased BP variability. Co-morbidity and frailty add complexity to understanding BP changes in later life. Longitudinal BP declines are likely driven by accumulating co-morbidity and are accelerated in both frailty and dementia. This narrative review summarises what is known about the association between BP and frailty, the clinical management of BP in frailty and the association between BP, cognitive decline and dementia.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		21	Experimental Gerontology		129	masoli,jane.a.h	Masoli	Jane A H	0.0	1.0	1.0	0.0
84	85	Type 2 Diabetes Mellitus In Older Adults: Clinical Considerations And Management.	2021.0	118	10.1038/s41574-021-00512-2	34172940.0		118	17	9	534	The past 50 years have seen a growing ageing population with an increasing prevalence of type 2 diabetes mellitus (T2DM); now, nearly half of all individuals with diabetes mellitus are older adults (aged â‰¥65 years). Older adults with T2DM present particularly difficult challenges. For example, the accentuated heterogeneity of these patients, the potential presence of multiple comorbidities, the increased susceptibility to hypoglycaemia, the increased dependence on care and the effect of frailty all add to the complexity of managing diabetes mellitus in this age group. In this Review, we offer an update on the key pathophysiological mechanisms associated with T2DM in older people. We then evaluate new evidence relating particularly to the effects of frailty and sarcopenia, the clinical difficulties of age-associated comorbidities, and the implications for existing guidelines and therapeutic options. Our conclusions will focus on the effect of T2DM on an ageing society.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		118	Nature Reviews. Endocrinology		118	bellary,srikanth	Bellary	Srikanth	0.0	1.0	1.0	0.0
76	77	Exploring A Nursing Home-Specific, Interdisciplinary, Function-Focused, Communicative Framework Based On Situation, Background, Assessment, And Recommendation.	2021.0	107	10.1097/jnr.0000000000000428			99	29	3	e151	Background: Improved methods of communication are needed among professionals in related fields to address the increasing complexity of clinical situations and various levels of functioning experienced by older adults who live in nursing homes. Purpose: The purpose of this study was to explore function-focused clinical communication among nurses and providers based on the Situation, Background, Assessment, Recommendation (SBAR) approach toward interdisciplinary collaboration to maintain function among nursing home residents and to identify the characteristics of SBAR flows in nursing homes. Methods: Detailed interviews with 28 interdisciplinary professionals working in four nursing homes were conducted. Directed qualitative content analysis was used to identify the internal attributes of SBAR-based communication. Case analysis was conducted to identify SBAR flows. Results: Four themes emerged as key factors for function-focused interdisciplinary staff communication in nursing homes. Effective nursing care to maintain function among nursing home residents requires accurate awareness of abnormal circumstances. Knowledge of assessment and resident background are needed to address situations requiring intervention and identify the problems underlying a resident's current state. The optimal therapeutic environment is created by sharing roles and tasks among practitioners through referrals. Twelve generalized situations requiring function-focused communication (i.e., dislocation of body line because of joint contracture, change in walking, difficulty of moving because of pain, difficulty in eating, fever, change in sleep pattern, change in excretion pattern, change in weight, change in condition, change in problematic behavior, decrease in cognitive function, and change in relationships) and the related nurse-centered SBAR pathways were identified. Conclusions/Implications for Practice: These results represent a first prototype for developing practical communication guidelines for nursing-home-specific function-focused care and provide new insights into the interdisciplinary approach.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=ccm&AN=150250201&site=ehost-live	2023-01-03 03:42:39	0	Mhallagingandcomplexityorcomplexandfrail_nursjournals_2022.10.03.xml	1.0	99	Journal of Nursing Research (Lippincott Williams & Wilkins)	1.0	107	park,min.sun	park	min.sun	0.0	1.0	1.0	0.0
47	48	A Study To Introduce National Early Warning Scores (News) In Care Homes: Influence On Decision-Making And Referral Processes	2022.0	61	10.1002/nop2.1091	34780677.0	WOS:000718463100001	61	9	1	519.0	Aim: Early warning scores are commonly used in hospital settings, but little is known about their use in care homes. This study aimed to evaluate the impacts of National Early Warning Scores alongside other measures in this setting. Design: Convergent parallel design. Methods: Quantitative data from 276 care home residents from four care homes were used to analyse the relationship between National Early Warning Scores score, resident outcome and functional daily living (Barthel ADL (Barthel Index for Activities of Daily Living)) and Rockwood (frailty). Interviews with care home staff (N = 13) and care practitioners (N = 4) were used to provide qualitative data. Results: A statistically significant link between National Early Warning Scores (p = .000) and Barthel ADL (p = .013) score and hospital admissions was found, while links with Rockwood were insignificant (p = .551). Care home staff reported many benefits of National Early Warning Scores, including improved communication, improved decision-making and role empowerment. Although useful, due to the complexity of the resident population's existing health conditions, National Early Warning Scores alone could not act as a diagnostic tool.		2023-01-03 03:41:46	0	complexityorcomplextiorabandallaging_onlynursing_2022.10.03.xls	1.0	61	Nursing Open	1.0	61	hodgson,philip	hodgson	philip	0.0	1.0	1.0	0.0
21	22	Clinical Decision Path For Identifying Recurrent Falls In Late Middle-Aged And Older Patients With Chronic Schizophrenia.	2021.0	23	10.1097/JNR.0000000000000444	34183567.0		23	29	5	e167	BACKGROUND: Falls are a major hazard for elderly patients with schizophrenia. As patients with schizophrenia may experience a more-accelerated rate of physical aging than the overall elderly population, the risk of falls may emerge during the late middle-age period in this population. Furthermore, the risk of falls is affected by multiple, interrelated risk factors. PURPOSE: This study was undertaken to capture the complexity of the risk of falls in patients with schizophrenia. A cross-sectional approach was used to apply classification and regression tree (CART) analysis to generate a clinical decision path to identify the risk factors of recurrent falls in late middle-aged and older patients with schizophrenia. METHODS: Two hundred ninety-one patients aged 55 years or older were recruited from psychiatric halfway houses for assessment. Frailty, physical functional performance, depressive severity, cognitive function, and level of fatigue were measured, respectively, using the Study of Osteoporotic Fractures Frailty Index, Short Physical Performance Battery (SPPB), Center for Epidemiological Studies Depression Scale, Short Portable Mental Status Questionnaire (SPMSQ), and Chinese version of the Fatigue Severity Scale. The variables revealed by descriptive statistics to be statistically significant were further analyzed using CART analysis. RESULTS: The overall proportion of recurrent fallers in this study was 19.2%. CART analysis revealed eight end groups and identified four predictors: frailty, physical functional performance, cognitive function, and sex. The most prominent condition for recurrent fallers was frailty, present in 57.1% of the frail participants. In the nonfrail group (both prefrail and robust), participants with an SPPB score of less than 10 had a 29.7% chance of being a recurrent faller versus 13.6% for those with an SPPB score of 10 or more. Furthermore, an SPMSQ score of 7 was the next-best split among participants without frailty, with an SPPB score of 10 or more. Finally, among participants without frailty and with an SPPB score of 10 or more and an SPMSQ score of more than 7, the proportion of recurrent fallers was higher in women than men. CONCLUSIONS: The results of this study indicate that assessing frailty status may be an effective, first-step approach to identifying schizophrenic patients at an increased risk of recurrent falls. Among patients with prefrailty or robust status, an SPPB score cutoff of 10, an SPMSQ score cutoff of 7, and being female may be used sequentially to identify individuals at a heightened risk of recurrent falls.		2023-01-03 03:39:18	3	pubmed-frailtyMeS-complexorcomplexity-allaging-_2022.10.03.txt	1.0	23	The Journal Of Nursing Research: Jnr	1.0	23	wang,mei-yeh	Wang	Mei-Yeh	0.0	1.0	1.0	0.0
32	33	Variability In Healthcare Expenditure According To The Stratification Of Adjusted Morbidity Groups In The Canary Islands (Spain).	2022.0	34	10.3390/ijerph19074219	35409900.0		8	19	7	None	Morbidity is the main item in the distribution of expenditure on healthcare services. The Adjusted Morbidity Group (AMG) measures comorbidity and complexity and classifies the patient into mutually exclusive clinical categories. The aim of this study is to analyse the variability of healthcare expenditure on users with similar scores classified by the AMG. Observational analytical and retrospective study. Population: 1,691,075 subjects, from Canary Islands (Spain), aged over 15 years with data from health cards, clinical history, Basic Minimum Specialised Healthcare Data Set, AMG, hospital agreements information system and Electronic Prescriptions. A descriptive, bivariant (ANOVA coefficient Î·(2)) and multivariant analysis was conducted. There is a correlation between the costs and the weight of AMG (rho = 0.678) and the prescribed active ingredients (rho = 0.689), which is smaller with age and does not exist with the other variables. As for the influence of the AMG morbidity group on the total costs of the patient, the coefficient Î·(2) (0.09) obtains a median effect in terms of the variability of expenditure, hence there is intra- and inter-group variability in the cost. In a first model created with all the variables and the cost, an explanatory power of 36.43% (R(2) = 0.3643) was obtained; a second model that uses solely active ingredients, AMG weight, being female and a pensioner obtained an explanatory power of 36.4%. There is room for improvement in terms of predicting the expenditure.		2023-01-03 03:39:18	1	pubmed-frailtyMeS-complexorcomplexity-allaging-_2022.10.03.txt	1.0	8	International Journal Of Environmental Research And Public Health		34	company-sancho,maria.consuelo	Company-Sancho	Maria Consuelo	0.0	1.0	1.0	0.0
39	40	Frailty Syndrome In The Elderly: Conceptual Analysis According To Walker And Avant	2020.0	42	10.1590/0034-7167-2019-0601	32756800.0	WOS:000687195000028	42	73			Objective: To analyze the concept of frailty syndrome in the literature, according to the method proposed by Walker and Avant. Methods: It is a concept analysis, guided by the method proposed by Walker and Avant, made operational through an integrative literature review. The search in a scientific database was carried out using the descriptors: Frail elderly, syndrome, phenotype, geriatric assessment, and aging. The literary corpus comprised 66 studies. Results: The study found the antecedents and attributes (categorized as physical, sociodemographic, and behavioral/environmental) that integrate the signs and symptoms evidenced in the frailty syndrome, as well as the consequences of this concept. The variables were analyzed with emphasis on the conceptions that influence the frailty process of the elderly. Conclusion: The study demonstrated the complexity arising from the multifactorial genesis of the referred syndrome, emphasizing the specificities of the elderly's frailty. However, we recommend conducting further research involving the phenomenon in question to understand the construct better.		2023-01-03 03:41:46	0	complexityorcomplextiorabandallaging_onlynursing_2022.10.03.xls	1.0	42	Revista Brasileira De Enfermagem	1.0	42	rodrigues lopes de oliveira,fabiana maria	rodrigues lopes de oliveira	fabiana maria	0.0	1.0	1.0	0.0
93	94	Overtreating Alzheimer'S Disease.	2021.0	127	10.14283/jpad.2020.74	33569572.0		127	8	2	234	The management of frailty in older persons is not easy, implying interventions beyond the simple prescription of medications. Biological complexity, multimorbidity, polypharmacy, and social issues often hamper the possibility to directly translate the evidence coming from research into clinical practice. Frailty indeed represents the most relevant cause of the â€œevidence-based medicine issueâ€ influencing clinical decisions in geriatric care. Today, patients with Alzheimerâ€™s disease (AD) are much older and frailer than some decades ago. They also tend to have more drugs prescribed. In parallel, research on AD has evolved over the years, hypothesizing that anticipating the interventions to the earliest stages of the disease may provide beneficial effects (to date, still lacking). In this article, we argue that, by focusing exclusively on â€œthe diseaseâ€ and pushing to anticipate its detection (sometimes even before the appareance of its clinical manifestations) may overshadow the personâ€™s values and priorities. Research should be developed for better integrating the concept of aging and frailty in the design of clinical trials in order to provide results that can be implemented in real life. On the other hand, clinicians should be less prone to the easy (but unsupported by evidence) pharmacological prescription.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		127	The Journal Of Prevention Of Alzheimer'S Disease		127	canevelli,m	Canevelli	M	0.0	1.0	1.0	0.0
338	339	Widowhood And Loneliness Among Chinese Older Adults: The Role Of Education And Gender.	2021.0	431	10.1080/13607863.2020.1732293			431	25	7	1214	Widowhood is a significant predictor of loneliness in older adults and research on the underlying mechanisms of this link using longitudinal data is limited. This study examined whether education would moderate the effect of widowhood on loneliness, and whether such a relationship would differ by gender among Chinese older adults. A total of 2,704 older adults from the 2008 wave of the Chinese Longitudinal Healthy Longevity Survey were included. They were aged 65 years and above, were not lonely, and were married. Logistic regression models were applied to examine the interaction between widowhood, education, and gender on loneliness in the 2011 wave. Widowhood was a significant predictor of loneliness and could increase the odds of becoming lonely by 193%. The interaction between widowhood and education was significant only in older women, not in older men. Literate older women reported lower loneliness than did their illiterate counterparts when they remained married during the follow-up. However, when their spouse passed away, literate women did not differ from their illiterate counterparts in loneliness. This study revealed a gendered pattern in the interaction between widowhood and education on loneliness and demonstrated the complexity of the mechanisms. Furthermore, it highlighted the importance of considering the role of education and gender simultaneously in a Chinese context.	http://www.systems.wsu.edu/scripts/wsuall.pl?url=https://search.ebscohost.com/login.aspx?direct=true&db=hch&AN=151062479&site=ehost-live	2023-01-03 03:45:18	0	HSNallagingandolderpatientsandcomplexityorcomplexandfrail_2022.10.03.xml	0.0	431	Aging & Mental Health		431	yang,fang	yang	fang	0.0	1.0	1.0	0.0
180	181	Age Is Just A Number: Is Frailty Being Ignored In Vascular Access Planning For Dialysis?	2022.0	231	10.1177/1129729821989902	33522351.0		231	23	2	192	Current international guidelines advocate fistula creation as first choice for vascular access in haemodialysis patients, however, there have been suggestions that in certain groups of patients, in particular the elderly, a more tailored approach is needed. The prevalence of more senior individuals receiving renal replacement therapy has increased in recent years and therefore including patient age in decision making regarding choice of vascular access for dialysis has gained more relevance. However, it seems that age is being used as a surrogate for overall clinical condition and it can be proposed that frailty may be a better basis to considering when advising and counselling patients with regard to vascular access for dialysis. Frailty is a clinical condition in which the person is in a vulnerable state with reduced functional capacity and has a higher risk of adverse health outcomes when exposed to stress inducing events. Prevalence of frailty increases with age and has been associated with an increased risk of mortality, hospitalisation, disability and falls. Chronic kidney disease is associated with premature ageing and therefore patients with kidney disease are prone to be frailer irrespective of age and the risk increases further with declining kidney function. Limited data exists on the relationship between frailty and vascular access, but it appears that frailty may have an association with poorer outcomes from vascular access. However, further research is warranted. Due to complexity in decision making in dialysis access, frailty assessment could be a key element in providing patient-centred approach in planning and maintaining vascular access for dialysis.		2023-01-03 03:44:56	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		231	The Journal Of Vascular Access		231	kuningas,kulli	Kuningas	Kulli	0.0	1.0	1.0	0.0
