id	title	year	auth_id	doi	pmid	umi	journal_id	volume	issue	start_page	abstract	url	date_added	repeats	filename	nursauth	id	name	nurs	id	name	lastname	firstname
287	Decisions On Antibiotic Prescribing For Suspected Urinary Tract Infections In Frail Older Adults: A Qualitative Study In Four European Countries.	2022	249	10.1093/ageing/afac134	35697352		131	51	6	None	BACKGROUND: a suspected urinary tract infection (UTI) is the most common reason to prescribe antibiotics in a frail older patient. Frequently, antibiotics are prescribed unnecessarily. To increase appropriate antibiotic use for UTIs through antibiotic stewardship interventions, we need to thoroughly understand the factors that contribute to these prescribing decisions. OBJECTIVES: (1) to obtain insight into factors contributing to antibiotic prescribing for suspected UTIs in frail older adults. (2) To develop an overarching model integrating these factors to guide the development of antibiotic stewardship interventions for UTIs in frail older adults. METHODS: we conducted an exploratory qualitative study with 61 semi-structured interviews in older adult care settings in Poland, the Netherlands, Norway and Sweden. We interviewed physicians, nursing staff, patients and informal caregivers. RESULTS: participants described a chain of decisions by patients, caregivers and/or nursing staff preceding the ultimate decision to prescribe antibiotics by the physician. We identified five themes of influence: (1) the clinical situation and its complexity within the frail older patient, (2) diagnostic factors, such as asymptomatic bacteriuria, (3) knowledge (gaps) and attitude, (4) communication: interprofessional, and with patients and relatives and (5) context and organisation of care, including factors such as availability of antibiotics (over the counter), antibiotic stewardship efforts and factors concerning out-of-hours care. CONCLUSIONS: decision-making on suspected UTIs in frail older adults is a complex, multifactorial process. Due to the diverse international setting and stakeholder variety, we were able to provide a comprehensive overview of factors to guide the development of antibiotic stewardship interventions.		2022-10-04 23:33:10	1	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		131	Age And Ageing		249	hartman,esther.a.r	Hartman	Esther A R
288	Positive Effects On Activities Of Daily Living One Year After Receiving Comprehensive Geriatric Assessment - Results From The Randomised Controlled Study Cga-Swed.	2022	329	10.1186/s12877-022-02862-6	35240988		23	22	1	180	BACKGROUND: Today's acute hospital care is poorly adapted to the complex needs of frail older people. This exposes them to avoidable risks, such as loss of functional capacities, leading to unnecessary health and social care needs. Being frail and in need of acute hospital care often leads to higher dependence in Activities of Daily Living (ADL), especially if one's needs are not acknowledged. Comprehensive Geriatric Assessment (CGA) is one way to meet frail older people's complex needs. The study's aim was to investigate the effects on frail older people's ADL 12 months after receiving CGA. METHODS: This is a two-armed randomised controlled intervention study. Participants were frail older people (75+) who sought the emergency department and needed admission to a medical ward. The intervention was CGA performed at a geriatric management unit during the hospital stay. The CGA included comprehensive assessment of medical, functional, psychological, social, and environmental status as well as treatment, rehabilitation, discharge planning, and follow-up. Multidisciplinary teamwork and a person-centred approach were used. The control was care at an ordinary medical hospital ward. The primary outcome was change in dependence in ADL from 2 weeks before admission to the 12-month follow-up. RESULTS: At admission, 155 people participated (77 in the control, 78 in the intervention). At the 12-month follow-up, 78 participated (40 in the control, 38 in the intervention). Attrition was mainly due to mortality. Four participants in the control (5.2%) and twelve in the intervention group (15.4%) had improved in their ADL 1 year after discharge (OR = 3.32; 95% CI = 1.02-10.79). CONCLUSIONS: In-hospital CGA performed at a geriatric management unit improves frail older people's ADL. Being less dependent in ADL increases frail older people's ability to remain in their own housing, which is important for both the individual and society. TRIAL REGISTRATION: ClinicalTrials.gov, NCT02773914 . Retrospectively registered 16 May 2016.		2022-10-04 23:33:10	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		23	Bmc Geriatrics		329	wilhelmson,katarina	Wilhelmson	Katarina
289	Clinical Decision-Making In Older Adults Following Emergency Admission To Hospital. Derivation And Validation Of A Risk Stratification Score: Opera.	2021	330	10.1371/journal.pone.0248477	33735316		187	16	3	e0248477	OBJECTIVES OF THE STUDY: Demographic changes alongside medical advances have resulted in older adults accounting for an increasing proportion of emergency hospital admissions. Current measures of illness severity, limited to physiological parameters, have shortcomings in this cohort, partly due to patient complexity. This study aimed to derive and validate a risk score for acutely unwell older adults which may enhance risk stratification and support clinical decision-making. METHODS: Data was collected from emergency admissions in patients ≥65 years from two UK general hospitals (April 2017- April 2018). Variables underwent regression analysis for in-hospital mortality and independent predictors were used to create a risk score. Performance was assessed on external validation. Secondary outcomes included seven-day mortality and extended hospital stay. RESULTS: Derivation (n = 8,974) and validation (n = 8,391) cohorts were analysed. The model included the National Early Warning Score 2 (NEWS2), clinical frailty scale (CFS), acute kidney injury, age, sex, and Malnutrition Universal Screening Tool. For mortality, area under the curve for the model was 0.79 (95% CI 0.78-0.80), superior to NEWS2 0.65 (0.62-0.67) and CFS 0.76 (0.74-0.77) (P<0.0001). Risk groups predicted prolonged hospital stay: the highest risk group had an odds ratio of 9.7 (5.8-16.1) to stay >30 days. CONCLUSIONS: Our simple validated model (Older Persons' Emergency Risk Assessment [OPERA] score) predicts in-hospital mortality and prolonged length of stay and could be easily integrated into electronic hospital systems, enabling automatic digital generation of risk stratification within hours of admission. Future studies may validate the OPERA score in external populations and consider an impact analysis.		2022-10-04 23:33:10	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		187	Plos One		330	arjan,khushal	Arjan	Khushal
290	Patient- And Provider-Level Predictors Of Survival Among Patients With Metastatic Renal Cell Carcinoma Initiating Oral Anticancer Agents.	2022	331	10.1016/j.clgc.2022.04.010	35595633		331	20	5	e396	PURPOSE: In an era of rapid expansion of FDA approvals for oral anticancer agents (OAAs), it is important to understand the factors associated with survival among real-world populations, which include groups not well-represented in pivotal clinical trials of OAAs, such as the elderly, racial minorities, and medically complex patients. Our objective was to evaluate patient- and provider-level characteristics' associations with mortality among a multi-payer cohort of metastatic renal cell carcinoma (mRCC) patients who initiated OAAs. METHODS: This retrospective cohort study was conducted using data from the North Carolina state cancer registry linked to multi-payer claims data for the years 2004 to 2015. Provider data were obtained from North Carolina Health Professions Data System and the National Plan & Provider Enumeration System. Included patients were individuals with mRCC who initiated an OAA and survived ≥90 days after beginning treatment. We estimated hazard ratios (HR) and corresponding 95% confidence limits (CL) using Cox hazard models for associations between patient demographics, patient clinical characteristics, provider-level factors, and 2-year all-cause mortality. RESULTS: The cohort included 207 patients with mRCC who received OAAs. In multivariable models, clinical variables such as frailty (HR: 1.36, 95% CL: 1.11-1.67) and de novo metastatic diagnosis (HR: 2.63, 95%CL: 1.67-4.16) were associated with higher all-cause mortality. Additionally, patients solely on Medicare had higher adjusted all-cause mortality compared with patients with any private insurance (HR: 2.35, 95% CL: 1.32-4.18). No provider-level covariates investigated were associated with all-cause mortality. CONCLUSIONS: Within a real-world population of mRCC patients taking OAAs, survival differed based on patient characteristics. In an era of rapid expansion of FDA approvals for OAAs, these real-world data underscore the continued importance of access to high-quality care, particularly for medically complex patients with limited resources.		2022-10-04 23:33:10	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		331	Clinical Genitourinary Cancer		331	spees,lisa.p	Spees	Lisa P
291	Prevention Of Pulmonary Complications In Sedated Patients Undergoing Interventional Procedures In The Nonoperating Room Anesthesia Setting.	2022	332	10.1097/ACO.0000000000001158	35787534		332	35	4	493	PURPOSE OF REVIEW: Nonoperating room anesthesia (NORA) procedures have expanded in number, variety, and complexity. NORA involves all age groups, including frail older adults and patients often considered too sick to tolerate traditional surgical interventions. Postoperative pulmonary complications are a significant source of adverse events in the perioperative setting. We present a review focused on preventing pulmonary complications in the interventional NORA setting. RECENT FINDINGS: NORA locations should function as independent, autonomous ambulatory units. We discuss a strategic plan involving a thorough preoperative evaluation of patients, including recognizing high-risk patients and their anesthetic management. Finally, we offer guidance on the challenges of conducting sedation and anesthesia in patients with coronavirus disease 2019 (COVID-19) or a history of COVID-19. SUMMARY: The demands on the interventional NORA anesthesia team are increasing. Strategic planning, checklists, consistent staffing assignments, and scheduled safety drills are valuable tools to improve patient safety. In addition, through quality improvement initiatives and reporting, NORA anesthetists can achieve reductions in periprocedural pulmonary complications.		2022-10-04 23:33:10	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		332	Current Opinion In Anaesthesiology		332	urdaneta,felipe	Urdaneta	Felipe
292	Identifying Research Priorities In Adult Day Centers To Support Evidence-Based Care Of Vulnerable Older Adults.	2021	333	10.1353/cpr.2021.0012	33775968		333	15	1	127	Adult day centers (ADCs) are essential community resources that allow frail older adults to remain in their communities. Research demonstrates that ADC staff have the capacity to leverage their culturally and socially congruent relationships with clients and caregivers, to deliver evidence-based interventions that improve health outcomes. Yet, they remain a largely overlooked neighborhood resource for older adults with complex health care needs. The National Adult Day Services Association (NADSA) created a multistakeholder work group to identify priority areas for research to enhance the quality of services offered in ADCs and the delivery of evidence-based practices to clients. This perspective piece, which presents the workgroup's findings in the form of key research priorities, is intended as practical guide for researchers seeking to align their research questions with the needs of ADCs and those they serve. In addition to identifying areas of further exploration, we discuss current studies being undertaken within the ADC setting.		2022-10-04 23:33:10	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		333	Progress In Community Health Partnerships: Research, Education, And Action		333	sadarangani,tina	Sadarangani	Tina
293	Diagnostic Complexity In The Older Patient: An Unusual Presentation Of Advanced Biliary Disease.	2021	335	10.1093/ageing/afab123	34146392		131	50	5	1859	Biliary disease is common in the older population, and gallbladder dysfunction and increased bile lithogenicity predispose to calculi formation. This case demonstrates an unusual presentation of gallbladder empyema. A 90-year-old male with metastatic prostate cancer presented with hypoactive delirium. With no localising features, normal liver function tests but persistently raised inflammatory markers, he was initially managed as a urinary tract infection. Chest wall discomfort and swelling over the right costal margin later developed. Abdominal imaging demonstrated a massive gallbladder empyema invaginating through the lower right rib cage, causing the superficial swelling. Pre-morbid status prevented cholecystectomy and he was managed conservatively with percutaneous cholecystostomy and antibiotics. He was discharged to 24-h care 2 weeks after diagnosis with a long-term drain.		2022-10-04 23:33:10	1	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		131	Age And Ageing		335	hosty,jennifer	Hosty	Jennifer
294	The Feasibility Of Conducting Acute Sarcopenia Research In Hospitalised Older Patients: A Prospective Cohort Study.	2022	336	10.1007/s41999-021-00565-6	34608617		83	13	2	463	PURPOSE: To assess feasibility of conducting acute sarcopenia research in complex populations of hospitalised older adults. METHODS: Patients ≥ 70 years old were recruited to three cohorts: elective colorectal surgery, emergency (abdominal) surgery, medical patients with infections. Participants were recruited to the elective cohort in preoperative assessment clinic, and acutely admitted participants from surgical and medical wards at the Queen Elizabeth Hospital Birmingham. Serial measures of muscle quantity (ultrasound quadriceps, bioelectrical impedance analysis), muscle function (hand grip strength, physical performance), and questionnaires (mini-nutritional assessment, physical function) were performed at baseline, within 7 (± 2) days of admission/surgery, and 13 (± 1) weeks post-admission/surgery. Feasibility outcomes were assessed across timepoints including recruitment and drop-out rates, and procedure completion rates. RESULTS: Eighty-one participants were recruited (mean age 79, 38.3% females). Recruitment rates were higher in elective (75%, 24/32) compared to emergency surgery (37.2%, 16/43), and medical participants (45.1%, 41/91; p = 0.003). Drop-out rates varied from 8.3 to 19.5% at 7 days, and 12.5-43.9% at 13 weeks. Age and gender did not differ between patients assessed for eligibility, approached, or recruited. Completion rates were highest for ultrasound quadriceps (98.8%, 80/81 across all groups at baseline). Gait speed completion rates were lower in medical (70.7%, 29/41) compared to elective participants (100%, 24/24) at baseline. CONCLUSION: Higher participation refusal and drop-out rates should be expected for research involving recruitment of participants from the acute setting. Assessment of muscle quantity/quality through ultrasound is recommended in early-stage trials in the acute setting, where completion rates of physical performance testing are expected to be lower.		2022-10-04 23:33:10	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		83	European Geriatric Medicine		336	welch,carly	Welch	Carly
295	Role Of New Drug Therapies And Innovative Procedures In Older Patients With Heart Failure: From Trials To Clinical Practice.	2022	337	10.23736/S0026-4806.22.08082-X	35332760		337	113	4	647	During earliest years, new drug-therapies and novel interventional therapies have been tested to modify the detrimental effect of secondary valve diseases, adverse ventricular remodelling and persistent fluid overload in HF patients. However, the increased prevalence of older or very old patients with HF has made their widespread implementation more problematic due to complex comorbidity, frailty, or overt disability. This growing older population, often excluded by randomized trials, but with elevated risk of hospitalization, required a different clinical and management approach that allows clinicians to take full advantage in reducing mortality and morbidity from these new pharmacological and instrumental therapies. In this perspective, the role of multidisciplinary Heart Team is mandatory for better define a correct decision-making process and tailoring the best pharmacological therapy in each patient and to program a continuum care in a post-acute phase of treatment. In addition, the possibility to plan multicentre registries of several complex cases evaluated by Heart Team could become a very important source of real world data to further refine indications and contraindications of different highly technological therapeutic approach, today based often on randomized clinical trials that do not represent faithfully the current clinical practice population.		2022-10-04 23:33:10	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		337	Minerva Medica		337	baldasseroni,samuele	Baldasseroni	Samuele
296	Development And Validation Of Risk Stratification Tool For Prediction Of Increased Dependence Using Preoperative Frailty After Hepatopancreatic Surgery.	2022	339	10.1016/j.surg.2022.03.021	35483992		161	172	2	683	BACKGROUND: Despite the known association between frailty and postoperative morbidity, the use of preoperative frailty in surgical practice remains limited. We sought to develop a risk tool to predict postoperative increase in functional dependence. METHODS: Patients of ≥65 years in the National Surgical Quality Improvement Project database who had a primary hepatopancreatic surgery between 2015 and 2019 were used to identify predictors of increased dependence and development of a simplified tool to calculate the risk stratification score for increased discharge care level (https://ktsahara.shinyapps.io/care_discharge/). RESULTS: Among 31,338 patients who underwent primary hepatopancreatic surgery, 4,259 (13.6%) had an increased level of care at discharge compared to their preadmission care. Patients with increased discharge care had a higher proportion of patients with a modified frailty index of at least 2 (n = 1496; 35.1%) compared with individuals with unchanged care (n = 6,760; 25.0%). In addition, 12.3% (n = 3,858) were discharged to a skilled nursing or rehabilitation facility. Of note, the odds of increased care at discharge were increased by 1.41 (95% confidence interval: 1.32-1.50), 1.11 (95% confidence interval :1.11-1.12), and 1.95 (95% confidence interval:1.86-2.04) times with every unit increase in modified frailty index, age beyond 65 years, and the number of in-hospital complications, respectively. Area under receiver operative curve for the parsimonious model used to develop the risk calculator was 0.7486 (95% confidence interval: 0.7405-0.7566) (all P < .001). CONCLUSION: Approximately, 1 in 7 patients required an increased level of care at the time of discharge compared with their preadmission status. A simplified web-based risk tool can be used in clinical practice as a surgical decision aid in post-discharge planning after complex elective surgery.		2022-10-04 23:33:10	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		161	Surgery		339	pathak,priya	Pathak	Priya
297	Oral Bisphosphonates Are Associated With Increased Risk Of Severe Acute Kidney Injury In Elderly Patients With Complex Health Needs: A Self-Controlled Case Series In The United Kingdom.	2022	341	10.1002/jbmr.4573	35579494		341	37	7	1270	Although oral bisphosphonates (BP) are commonly used, there is conflicting evidence for their safety in the elderly. Safety concerns might trump BP use in older patients with complex health needs. Our study evaluated the safety of BP, focusing on severe acute kidney injury (AKI), gastrointestinal ulcer (GI ulcer), osteonecrosis of the jaw (ONJ), and femur fractures. We used UK primary care data (Clinical Practice Research Datalink [CPRD GOLD]), linked to hospital (Hospital Episode Statistics [HES] inpatient) and ONS mortality data. We included all patients aged >65 with complex health needs and no BP use in the year before study start (January 1, 2010). Complex health needs were defined in three cohorts: an electronic frailty index score ≥3 (frailty cohort), one or more unplanned hospitalization/s (hospitalization cohort); and prescription of ≥10 different medicines in 2009 (polypharmacy cohort). Incidence rates were calculated for all outcomes. Subsequently, all individuals who experienced AKI or GI ulcer anytime during follow-up were included for Self-Controlled Case Series (SCCS) analyses. Incidence rate ratios (IRRs) were estimated separately for AKI and GI ulcer, comparing event rates between BP-exposed and unexposed time windows. No SCCS were conducted for ONJ and femur fractures. We identified 94,364 individuals in the frailty cohort, as well as 78,184 and 95,621 persons in the hospitalization and polypharmacy cohorts. Of those, 3023, 1950, and 2992 individuals experienced AKI and 1403, 1019, and 1453 had GI ulcer/s during follow-up, respectively. Age-adjusted SCCS models found evidence of increased risk of AKI associated with BP use (frailty cohort: IRR 1.65; 95% confidence interval [CI], 1.25-2.19), but no association with GI ulcers (frailty cohort: IRR 1.24; 95% CI, 0.86-1.78). Similar results were obtained for the hospitalization and polypharmacy cohorts. Our study found a 50% to 65% increased risk of AKI associated with BP use in elderly patients with complex health needs. Future studies should further investigate the risk-benefit of BP use in these patients. © 2022 The Authors. Journal of Bone and Mineral Research published by Wiley Periodicals LLC on behalf of American Society for Bone and Mineral Research (ASBMR).		2022-10-04 23:33:10	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		341	Journal Of Bone And Mineral Research: The Official Journal Of The American Society For Bone And Mineral Research		341	oda,tetsuro	Oda	Tetsuro
298	Is A Tailored Strategy Using Proton Beam Radiotherapy For Reirradiation Advantageous For Elderly Women? A Case Report.	2021	343	10.1177/03008916211007930	33896256		168	107	6	NP67	BACKGROUND: The management of primary or recurrent vaginal tumours in an aging population is challenging for gynecologic and radiation oncologists. In patients unsuited for surgery and already irradiated on the pelvis, proton beam radiotherapy may be worthwhile due to its ballistic advantages. CASE REPORT: We report the case of an 80-year-old woman with a squamous cell carcinoma of the vagina after a history of pelvic radiation and vaginal brachytherapy delivered for a previous endometrial adenocarcinoma. She received proton beam radiotherapy with a complete response after 12 months and mild toxicity. CONCLUSIONS: The complexity of reirradiation management in the frail and elderly population requires attention. Efforts should be focused on maintaining autonomy and quality of life in order to improve adherence and clinical compliance to the treatment. In the era of the tailored approach, hadrontherapy can play an important role to minimize toxicity, obtain good local control, and reduce the overall treatment time.		2022-10-04 23:33:10	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		168	Tumori		343	barcellini,amelia	Barcellini	Amelia
299	Three Decades Of Change In Pancreatoduodenectomy And Future Prediction Of Pathological And Operative Complexity.	2022	344	10.1093/bjs/znab433	35026008		344	109	3	247			2022-10-04 23:33:10	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		344	The British Journal Of Surgery		344	halle-smith,james.m	Halle-Smith	James M
300	Efficient Comprehensive Treatment Of Chronic Obstructive Pulmonary Disease Exacerbation And Postcovidal Syndrome In Elderly Patients.	2022	346	10.36740/WLek202206111	35907221		346	75	6	1486	OBJECTIVE: The aim: The purpose of the study is to increase the efficacy of сomprehensive treatment in elderly patients with COPD , who have suffered of coronavirus disease-COVID-19 in the last 3-6 months, by using nebulizer therapy with N-acetylcysteine and 3% hypertonic sodium chloride solution (Flu-Acyl broncho) and the drug glycine, to correct psychosomatic disorders. PATIENTS AND METHODS: Materials and methods: Under our supervision there were 60 elderly patients with COPD gr D, who underwent Covid 19 in the last 3-6 months, were under observation. The average age was 66.3±2.1 years. Рatients of the main and control groups were prescribed complex basic therapy. However, mucolytic therapy was administered to patients in the main group using combined drug - N-acetylcysteine and 3% hypertonic sodium chloride solution through a 5.0 №10 nebulizer. For the treatment of astheno-neurotic disorders of postcovidal syndrome was prescribed glycine 100 mg 2 times a day for 10 days. Subsequently, Flu-Acyl broncho through a nebulizer at 5.0 No.10, and glycised was used in courses once a day for 10 days per month. Patients in the control group were prescribed acetylcysteine 200 mg 3 times a day N10. RESULTS: Results: The results of observation for 6 months showed that in patients of the main group, recurrence of the disease was not observed. whereas in patients of the control group in 6 patients (20%). CONCLUSION: Conclusions: Comprehensive treatment of elderly patients with comorbid pathology - COPD group D and postcovidal syndrome, with the additional use of nebulizer delivery of the combined drug - N-acetylcysteine and 3% hypertonic sodium chloride solution in combination with the sedative drug glycine, promotes improving the quality of life in patients, reducing the duration of treatment, prevents recurrence and progression of COPD.		2022-10-04 23:33:10	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		346	Wiadomosci Lekarskie (Warsaw, Poland: 1960)		346	potyazhenko,mаksym.m	Potyazhenko	Mаksym M
301	Percutaneous Treatment Of Concomitant Severe Aortic Stenosis And Thoracoabdominal Aortic Aneurysm.	2022	347	10.1177/15266028211038592	34384290		129	29	1	156	PURPOSE: Although rare in occurrence, symptomatic severe aortic stenosis and large thoracoabdominal aortic aneurysm (TAAA) found in combination pose a real therapeutic challenge, especially in elderly frail patients. Surgical approaches for combined treatment are complex and at high risk of complications while staged procedures carry the risk of an unfavorable evolution of the condition temporarily left untreated. Minimally invasive approaches may therefore prove a more suitable strategy for these patients. CASE REPORT: We present the case of a 78-year-old woman with symptomatic severe aortic stenosis (AS) and a TAAA of 7.8 cm in diameter. Transcatheter treatment of both conditions was successfully performed in a staged manner. The first intervention consisted of combined transfemoral transcatheter aortic valve implantation (TAVI) immediately followed by a zone 3 thoracic endovascular aortic endoprosthesis deployment. In order to reduce the extent of intercostal arteries coverage and mitigate the risk of medullar ischemia, a second-stage percutaneous endovascular treatment of the TAAA was performed with a customized 4-fenestration prosthesis. Early and 12-month clinical and radiologic follow-up were favorable. CONCLUSION: This case demonstrates how a strong multidisciplinary collaboration allows for successful resolution of complex clinical scenarios.		2022-10-04 23:33:10	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		129	Journal Of Endovascular Therapy: An Official Journal Of The International Society Of Endovascular Specialists		347	painchaud-bouchard,ariane-sophie	Painchaud-Bouchard	Ariane-Sophie
302	Improving Medication Adherence And Effective Prescribing Through A Patient-Centered Prescription Model In Patients With Multimorbidity.	2022	348	10.1007/s00228-021-03207-9	34448906		348	78	1	127	PURPOSE: This study aimed to assess the impact of the patient-centered prescription (PCP) model in medication adherence and effective prescribing in patients with multimorbidity. METHODS: Uncontrolled before-after study in an intermediate care facility in a mixed urban-rural district. Inpatients aged ≥ 65 years with multimorbidity exposed to polypharmacy before hospital admission were consecutively enrolled. Every patient's treatment plan was analyzed through the PCP model, which includes interventions aimed at improving medication adherence. The primary endpoint was the change in the proportion of adherent patients between pre-admission and after discharge for all regularly scheduled long-term medications, using the proportion of days covered (PDC). Secondary endpoints included the change on mean PDC for all long-term medications, number of long-term medications, proportion of patients with hyperpolypharmacy, medication regimen complexity index (MRCI) score, drug burden index (DBI) score, number of potential inappropriate prescribing (PIP), and proportion of patients with ≥ 2 PIPs. RESULTS: Ninety-three non-institutionalized patients were included (mean age 83.0 ± SD 6.1 years). The proportion of adherent patients increased from 22.1 to 51.9% (P < 0.001). Intervention also improved mean PDC [mean difference (95% CI) 10.6 (7.7, 13.5)] and effective prescribing through a reduction on the number of long-term medications [- 1.3 (- 1.7, - 0.9)], proportion of patients exposed to hyperpolypharmacy (- 16.1%, P < 0.001), MRCI score [- 2.2 (- 3.4, - 1.0)], DBI score [- 0.16 (- 1.8, - 1.3)], number of PIPs [- 1.6 (- 1.8, - 1.3)], and proportion of patients with ≥ 2 PIPs (- 53.7%, P < 0.001). CONCLUSION: Studied intervention provides significant effective prescribing and medication adherence enhancements in non-institutionalized older patients with multimorbidity and polypharmacy.		2022-10-04 23:33:10	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		348	European Journal Of Clinical Pharmacology		348	gonzález-bueno,j	González-Bueno	J
303	A Comprehensive Urban Programme To Reduce Energy Poverty And Its Effects On Health And Wellbeing Of Citizens In Six European Countries: Study Protocol Of A Controlled Trial.	2022	349	10.1186/s12889-022-13968-2	35986259		268	22	1	1578	BACKGROUND: Nearly 11% of the European population is affected by energy poverty. Energy poverty is defined by the European Commission (2016) as the inability to afford basic energy services to guarantee a decent standard of living. Energy poverty is considered a complex, multidimensional problem that affects environment, housing, urban development, and health. Living in energy poverty conditions is associated with poorer human health and wellbeing. Hence, the WELLBASED intervention programme aims to design, implement and evaluate a comprehensive urban programme, based on the social-ecological model, to reduce energy poverty and its effects on the citizens' health and wellbeing in six European urban study sites: Valencia, Spain; Heerlen, The Netherlands; Leeds, United Kingdom; Edirne, Turkey; Obuda, Hungary, and; Jelgava, Latvia. METHODS: A controlled trial is performed. A total of 875 participants are recruited (125-177 per study site) to receive the WELLBASED intervention programme for 12 months (intervention condition) and 875 participants act as controls (control condition). Data will be collected with a baseline measurement at inclusion (T0), and follow-up measurements after 6 months (T1), 12 months (T2), and 18 months (T3). In both study arms, effects of the WELLBASED intervention programme are measured: health-related quality of life (HR-QoL), mental health, frailty in older adults, self-perceived health, chronic conditions, and care utilization. At the same time points, household expenditure on energy and energy consumption are obtained. In the intervention arm, health-monitoring data (i.e. peak flow, oxygen saturation, blood pressure, and heart rate) are obtained monthly and sleep quality with a three-month interval. Household data with regard to temperature, humidity and air quality are collected near real-time by home sensors. Qualitative interviews are conducted in each study site to evaluate the impacts of the WELLBASED intervention programme and to help explain findings. DISCUSSION: The WELLBASED intervention programme will provide new insights into the effectiveness of a comprehensive urban programme to tackle energy poverty and its effects on health and wellbeing across Europe. Hence, this study can contribute to European-wide replicable solutions for policy-makers and city practitioners to alleviate energy poverty. TRIAL REGISTRATION: ISRCTN registry number is ISRCTN14905838 . Date of registration is 15/02/2022.		2022-10-04 23:33:10	0	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		268	Bmc Public Health		349	stevens,merel	Stevens	Merel
304	Shared Decision-Making For The Treatment Of Proximal Femoral Fractures In Frail Institutionalised Older Patients: Healthcare Providers' Perceived Barriers And Facilitators.	2022	352	10.1093/ageing/afac174	35930725		131	51	8	None	INTRODUCTION: Proximal femoral fractures are common in frail institutionalised older patients. No convincing evidence exists regarding the optimal treatment strategy for those with a limited pre-fracture life expectancy, underpinning the importance of shared decision-making (SDM). This study investigated healthcare providers' barriers to and facilitators of the implementation of SDM. METHODS: Dutch healthcare providers completed an adapted version of the Measurement Instrument for Determinants of Innovations questionnaire to identify barriers and facilitators. If ≥20% of participants responded with 'totally disagree/disagree', items were considered barriers and, if ≥80% responded with 'agree/totally agree', items were considered facilitators. RESULTS: A total of 271 healthcare providers participated. Five barriers and 23 facilitators were identified. Barriers included the time required to both prepare for and hold SDM conversations, in addition to the reflective period required to allow patients/relatives to make their final decision, and the number of parties required to ensure optimal SDM. Facilitators were related to patients' values, wishes and satisfaction, the importance of SDM for patients/relatives and the fact that SDM is not considered complex by healthcare providers, is considered to be part of routine care and is believed to be associated with positive patient outcomes. CONCLUSION: Awareness of identified facilitators and barriers is an important step in expanding the use of SDM. Implementation strategies should be aimed at managing time constraints. High-quality evidence on outcomes of non-operative and operative management can enhance implementation of SDM to address current concerns around the outcomes.		2022-10-04 23:33:10	1	pubmed-frailtyMeS-complexorcomplexity-allaging-alljour-2022.10.03.txt		131	Age And Ageing		352	spronk,inge	Spronk	Inge
