PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	McGeorge, S. J.								Unravelling the differences between complexity and frailty in old age: findings from a constructivist grounded theory study								JOURNAL OF PSYCHIATRIC AND MENTAL HEALTH NURSING				18	1			67	73		10.1111/j.1365-2850.2010.01630.x				FEB 2011	2011	Accessible summaryUK health policy is often concerned with meeting the needs of the increasing number of older people in society and within some of this policy the concepts 'frailty' and 'complexity' have been used interchangeably. The concepts are not seen as the same by registered nurses who work in an older people's mental health service.Frailty is generally described as a physical state leading to inevitable decline and death. There is an abundance of research into frailty, much of which has the ultimate aim of prevention of disability and reduction of health care needs. Some critics view the emphasis on frailty as an example of the way that some health staff turn old age into a problem. To date, there has been little research into complexity in either old age, in mental health, or from a nursing perspective.Nurses described complexity as a dynamic state from which there can be 'recovery' and movement back and forth.Understanding complexity is important if the needs of older people are to be met effectively. This study found that nurses share common perceptions of complexity but do not always find it easy to articulate these.AbstractUK health policy has used the terms 'frailty' and 'complexity' synonymously but there is no common definition for either. Understanding these concepts is important if demand for health care created by the increasing number of older people in society is to be managed effectively. This paper explores some findings from a study into how mental health nurses who work with older people construct and operationalize the concept of 'age-related complexity'. Constructivist grounded theory was used. Audio-taped interviews were undertaken with 13 registered nurses and were analysed using a constant comparative method. This paper addresses the relationship between frailty and complexity, which was identified as a theme within the category 'dynamic complexity'. The findings suggest that nurses understand important differences between the two concepts. Frailty is exclusively used to describe physical states while complexity is a more encompassing term that has resonance and relevance in mental health services. The dynamic nature of complexity means that older people can become both more and less complex and this has implications for nursing practice that require further study.									7	0	0	0	4	0	8			1351-0126	1365-2850		WOS:000286056000009	21214686	
J	Cesari, Matteo; Colloca, Giuseppe; Cerullo, Francesco; Ferrini, Alessandro; Testa, Antonia Carla; Foti, Elvira; Ciaburri, Michele; Scambia, Giovanni; Bernabei, Roberto; Gambassi, Giovanni				colloca, giuseppe/D-7387-2018; Bernabei, Roberto/AAB-2704-2019; TESTA, Antonia Carla/AAC-2582-2019; colloca, giuseppe/B-7908-2019; Cesari, Matteo/A-4649-2008	Bernabei, Roberto/0000-0002-9197-004X; TESTA, Antonia Carla/0000-0003-2217-8726; colloca, giuseppe/0000-0001-6763-0793; Ferrini, Alessandro/0000-0002-5215-9625; Cesari, Matteo/0000-0002-0348-3664			Onco-Geriatric Approach for the Management of Older Patients with Cancer								JOURNAL OF THE AMERICAN MEDICAL DIRECTORS ASSOCIATION				12	2			153	159		10.1016/j.jamda.2010.06.008				FEB 2011	2011	Introduction and Rationale: The number of older cancer patients is increasing with global aging of the population. A close interaction between oncologists and geriatricians becomes necessary to (1) better evaluate the elders' health status, (2) determine their residual clinical/biological reserves, and (3) optimize the provided medical care. In fact, aggressive antineoplastic managements are often denied to older patients, possibly because of the common misconception suggesting older age and/or clinical complexity as absolute contraindications to advanced treatments.Methods: The primary aim of the presented project is to assess whether assigning a geriatrician to provide daily medical care to older cancer patients (aged 65 years and older) admitted to an oncology ward increases the number of patients eligible for a chemotherapeutic and/or surgical intervention. The project is articulated in 2 phases: (1) a retrospective phase based on analysis of data collected over the 2 years before the beginning of the study, and (2) a prospective 2-year intervention. Additional information about clinical conditions, biological parameters, adverse drug reactions, body composition, physical function, and 1-year health-related events will also be recorded.Outcomes: The combination of expertise from oncologists and geriatricians is likely to result in (1) an improved selection of candidates for interventions aimed at increasing disability-free life expectancy and/or overall survival, and (2) a more rational exclusion of patients at higher risk of toxicity or with poor prognosis. In this article, the development of an onco-geriatric unit aimed at the evaluation, management, and treatment of older women with gynecological cancer is also described. (J Am Med Dir Assoc 2011; 12: 153-159)									19	0	1	0	2	0	20			1525-8610	1538-9375		WOS:000287331500013	21266292	
J	Ellis, Julie M.				Ellis, Julie M/C-4559-2013				Psychological transition into a residential care facility: older people's experiences								JOURNAL OF ADVANCED NURSING				66	5			1159	1168		10.1111/j.1365-2648.2010.05280.x				MAY 2010	2010	P>Title.Psychological transition into a residential care facility: older people's experiences.Aim.The aim of this paper is to discuss the complexity of admission into a residential care facility from a psychological perspective for residents and their relatives and the resulting implications for nursing care.Background.Admission into a residential care facility can be a stressful time for older people, as well as for their relatives. Many relatives have requested continued, meaningful involvement in care in the home, and researchers have identified reasons why it is important to implement strategies for including relatives in care.Data sources.The background for the paper is published research from the year 2000 on relocation into nursing homes and psychological transitions.Discussion.The concepts of transition from the theory of Personal Constructs are used to make sense of challenges faced by residents and their relatives. The psychological transition is experienced in very different ways by both residents and their relatives, and nurses can make a difference to how this major transition is experienced. However, nurses require improved communication strategies (based on the concepts of transition) that will support residents and their relatives during the admission phase.Implications for nursing.Nurses in residential care facilities need to develop communication strategies that will have a positive impact on the psychological transition that occurs when an older person is admitted into care.Conclusion.Improving the psychological health of older people moving into care should be an important goal for all nurses in residential care facilities. Using the theory of personal constructs as a guide, nurses can intervene to make this psychological transition a more positive experience.									41	0	0	0	3	0	41			0309-2402			WOS:000276246800022	20423358	
J	Wooton, Angela Conrad				Wooton, Angela/ABB-8920-2020	Wooton, Angela/0000-0002-1992-2174			An Integrative Review of Tai Chi Research An Alternative Form of Physical Activity to Improve Balance and Prevent Falls in Older Adults								ORTHOPAEDIC NURSING				29	2			108	116		10.1097/NOR.0b013e3181d243b3				MAR-APR 2010	2010	The purpose of this integrative review is to analyze the current research literature on Tai Chi (TC) and its potential effect on balance and prevention of falls in older adults. The evidence for improving balance is somewhat conflicting because few research studies identify which balance exercises are effective. The question of how TC achieves improvements in balance remains. To promote functional independence and improve quality of life in the later years of one's life, it is important to improve balance and prevent falls in older adults. TC poses challenges related to the complexity of the practice. By reviewing the current research literature on TC focusing on balance and falls in older adults, strategies may be developed to incorporate TC to improve balance and modify the known risk factors for falling. This article also discusses potential applications and limitations of the current research.									22	0	0	0	1	0	22			0744-6020	1542-538X		WOS:000275956200006	20335770	
J	Weierbach, Florence M.; Glick, Doris F.								Community Resources for Older Adults With Chronic Illness								HOLISTIC NURSING PRACTICE				23	6			355	360		10.1097/HNP.0b013e3181bf37bd				NOV-DEC 2009	2009	Elders with chronic diseases frequently have problems with activities of daily living and instrumental activities of daily living. This article describes a holistic, elder-friendly community model. The review of the nursing, healthcare, and social science literature offers insight into the complexity of community resources for elders.									6	1	0	0	0	0	6			0887-9311	1550-5138		WOS:000207966300006	19901610	
J	Warshaw, Gregg A.; Bragg, Elizabeth J.; Fried, Linda P.; Hall, William J.								Which patients benefit the most from a geriatrician's care? Consensus among directors of geriatrics academic programs								JOURNAL OF THE AMERICAN GERIATRICS SOCIETY				56	10			1796	1801		10.1111/j.1532-5415.2008.01940.x				OCT 2008	2008	Given the anticipated limited availability of geriatricians for the foreseeable future, how should the geriatrician's specialized clinical skills be deployed to optimally benefit the health Of Our aging population? Directors of geriatrics academic programs (DGAPs) at all 145 U.S. allopathic and osteopathic medical schools were asked this question as part of a winter 2007 on-line survey. The DGAPs were to indicate the types of patients who would most benefit from a geriatrician's services in three practice Situations: primary care, consultations, and care in the hospital. The survey response rate was 74.5%. There was high consensus among the DGAPs on the benefits of having a geriatrician care for the most complex and vulnerable older adults in primary care and hospital setting,,. There was slightly less consensus as to when geriatrics consultations are beneficial. The patient Subsets that were viewed as benefiting the most from, geriatric geriatrician care were aged 85 and older, frailty, sybdromes, severe functional impairment, and complexity. The results of this Survey suggest that, because of the predicted shortage of geriatricians, the DGAPs would target geriatricians to work with the most vulnerable older adults. These findings offer the beginning of a consensus statement as to the role of geriatricians in the continuum of American medical care.					Annual Meeting of the American-Geriatrics-SocietyAnnual Meeting of the American-Geriatrics-Society	MAY 02-06, 2007MAY 02-06, 2007	Amer Geriatr SocAmer Geriatr Soc	Seattle, WASeattle, WA	38	1	0	0	13	0	39			0002-8614			WOS:000259900100002	19054198	
J	Isaksson, Ulf; Astrom, Sture; Graneheim, Ulla Hallgren				Isaksson, Ulf/K-7180-2019	Isaksson, Ulf/0000-0001-5191-4599			Violence in nursing homes: perceptions of female caregivers								JOURNAL OF CLINICAL NURSING				17	12			1660	1666		10.1111/j.1365-2702.2007.02196.x				JUN 2008	2008	Aim. This study illuminates how female caregivers in nursing home perceive violence.Background. Previous studies have focused on prevalence and types of violence and injuries in various settings and among various professionals. There are, however, few studies that examine how caregivers perceive violence.Methods. Forty-one female caregivers at nursing homes were asked to reflect on a vignette containing a situation where a female caregiver is exposed to violence from a male resident. The reflections were analysed by qualitative content analysis.Findings. The main finding indicates that perceiving an action as violent is in the eye of the beholder. Caregivers perceive violence to be challenging, intentional, excusable, ordinary and contextual relative to their own experience and attitudes.Conclusion and relevance to clinical practice. As the perception of violence is subjective, there is a risk that violent incidents will be under-reported as well as over-reported. To avoid this, it is important to construct a well-defined operationalised definition of violence for research purposes. Our findings also indicate the need for individually structured and adjusted support for caregivers. To explore the complexity of violence, further research should focus on how caregivers and residents experience violence in a nursing home.									19	0	0	0	1	0	19			0962-1067			WOS:000255837100015	18482127	
J	Fisken, Roger A.								Complexity of treatment decisions with older patients								CLINICAL MEDICINE				8	1			114	115		10.7861/clinmedicine.8-1-114a				FEB 2008	2008										0	0	0	0	0	0	0			1470-2118			WOS:000255624100035	18338446	
J	Stenwall, Ewa; Sandberg, Jonas; Jonhagen, Maria Eriksdotter; Fagerberg, Ingegerd				Eriksdotter, Maria/I-5427-2015	Eriksdotter, Maria/0000-0003-2498-4000			Encountering the older confused patient: professional carers' experiences								SCANDINAVIAN JOURNAL OF CARING SCIENCES				21	4			515	522		10.1111/j.1471-6712.2007.00505.x				DEC 2007	2007	The study's rationale: Confusion is a common condition among older patients and often a fearful experience. Opinions vary as to how to communicate with and care for confused patients and professional carers often find the patients' situation almost as distressing as the patients' themselves do.Aims and objectives: The aim of this study was to describe professional carers' experiences of their encounters with older confused patients.Methodological design and justification: Data was collected from interviews with 10 professional carers working on a ward specializing in the care of older confused patients. A descriptive phenomenological research approach was used to gather knowledge of professional carers' experiences of encounters with older confused patients.Ethics issues and approval: A Regional Board of Research Ethics granted ethical permission for the study. The appropriate ethical principles were followed. The participants were contacted personally and received a letter providing information on the study. Written consent was requested before the interview. If needed, the participants were able to get in contact with the staff health service for a follow-up after the interview. Names or places have been changed in order to ensure confidentiality.Results: The encounter with the confused patient is experienced as an encounter with an unfamiliar person, where the patients' actions and words are unforeseeable and with a lack of immediate trust. The essential meaning is further illuminated by the meaning constituents: the unforeseeable encounter, always being on guard and using oneself as a tool.Relevance to clinical practice: This paper focuses on the importance of encouraging professional carers to pay attention to the complexity of the encounter with the confused patient, reflecting upon their own behaviour within these encounters and the importance of knowledge of the patient's preferred senses and life stories. Caring for confused patients involves a great responsibility where both the professional carers and the patients are vulnerable and exposed.									16	0	0	0	1	0	16			0283-9318			WOS:000251206600013	18036015	
J	Munikrishnappa, Devaraj								Chronic kidney disease (CKD) in the elderly - a geriatrician's perspective								AGING MALE				10	3			113	137		10.1080/13685530701419096				SEP 2007	2007	Chronic kidney disease (CKD) is becoming increasingly prevalent among many different populations all over the world, including the US and Europe. Its multitude of complications with devastating outcomes leads to a significantly higher risk for cardio-vascular and all-cause mortality in an individual. However, it is clear now that early detection of CKD might not only delay some of the complications but also prevent them. Therefore, various important public health organizations all over the world have turned their focus and attention to CKD and its risk factors, early detection and early intervention. Nevertheless, the general goals in preventing the increase in CKD and its complications are far from being completely achieved. Why is this so? What is the magnitude and complexity of the problem? How is it affecting the population - are there differences in its affection by age, gender or frail elderly versus the robust? Are we modifying the risk factors appropriately and aggressively? Are there subtle differences in managing the risk factors in those on dialysis versus the non-dialysis CKD patients? Is it important to treat anaemia of CKD aggressively, will it make a difference in the disease progression, its complications or to quality of life? What do these unfortunate individuals commonly succumb to? What do we advise patients who refuse dialysis or those who desire dialysis or transplant? Are there useful non-dialytic treatment recommendations for those who refuse dialysis? What is the role of the physicians caring for the elderly with CKD? When should the primary care givers refer a CKD patient to a nephrologist? The key to eventually controlling incident and prevalent CKD and improve quality, of life of affected individuals, lies in not only knowing these and many other vital aspects, but also in applying such knowledge compulsively in day-to-day practice by each and every one us. As CKD is increasingly a disease of the elderly with men being affected more, this review details fairly comprehensively the vital aspects of CKD, especially from a primary care geriatrician's practical standpoint.									5	0	0	0	1	1	6			1368-5538	1473-0790		WOS:000249831700001	17701657	
J	Hoogerduijn, Jita G.; Schuurmans, Marieke J.; Duijnstee, Mia S. H.; de Rooij, Sophia E.; Grypdonck, Mieke F. H.								A systematic review of predictors and screening instruments to identify older hospitalized patients at risk for functional decline								JOURNAL OF CLINICAL NURSING				16	1			46	57		10.1111/j.1365-2702.2006.01579.x				JAN 2007	2007	Aims and objectives. To determine a valid, reliable and clinical user-friendly instrument, based on predictors of functional decline, to identify older patients at risk for functional decline. The predictors of functional decline are initially considered and, subsequently, the characteristics and psychometric qualities of existing screening instruments are investigated.Background. Functional decline is a common and serious problem in older hospitalized patients, resulting in a change in quality of life and lifestyle. Studies have shown that 30-60% of older people develop new dependencies in activities of daily living (ADL) during their hospital stay. Adverse health outcomes such as mortality, a prolonged hospital stay, nursing home placement and increased dependency of older people at home are the results. Not only are the personal costs high but also, in a rapidly growing older population, the impact on healthcare costs is also high.Results. Age, lower functional status, cognitive impairment, preadmission disability in instrumental activities of daily life (IADL), depression and length of hospital stay were identified as predictors of functional decline. Three screening instruments to identify hospitalized patients at risk for functional decline were found in the literature: the Hospital Admission Risk Profile, the Identification of Seniors at Risk and the Care Complexity Prediction Instrument. The reported validity was moderate. Reliability and the ease of use in the clinical setting were not well described.Conclusion. These three instruments should be further tested in a hospitalized older population.Relevance to clinical practice. Screening is a first step to identify patients at risk for functional decline and this will make it possible to treat patients who are identified so as to prevent functional decline. Because of their ability to observe and to guide the patients and the overall view they have, nurses play a key role in this process.									179	5	1	0	50	5	190			0962-1067			WOS:000242965000006	17181666	
J	Boockvar, Kenneth S.; Meier, Diane E.				Boockvar, Kenneth S./H-9259-2019	Boockvar, Kenneth/0000-0003-1165-5558			Palliative care for frail older adults - "There are things I can't do anymore that I wish I could ..."								JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION				296	18			2245	2253		10.1001/jama.296.18.2245				NOV 8 2006	2006	Frailty in older adults is increasingly a recognized syndrome of decline, sometimes subtle, in function and health that may be amenable to available approaches to care. Frailty manifests the following core clinical features: loss of strength, weight loss, low levels of activity, poor endurance or fatigue, and slowed performance. The presence of 3 or more of these features is associated with adverse outcomes including falls, new or worsened function impairment, hospitalization, and death. In this article, we use the case of Mrs K to describe the challenges of recognizing frailty in clinical practice, common problems and symptoms that frail older adults experience, and approaches to these issues that clinicians may incorporate into their practices. We discuss the importance of advance care planning, provider-patient communication, and appropriate palliative care and hospice referral for frail older adults. Frailty is associated with symptomatic long-term disease, decline in function, and abbreviated survival. Therefore, when frailty is severe, delivery of palliative care focused on relief of discomfort and enhancement of quality of life is highly appropriate. The application of multidisciplinary, team-based palliative approaches and of up-to-date geriatrics knowledge is beneficial for treating these patients because of the complexity of their coexisting social, psychological, and medical needs.									62	0	0	0	16	0	63			0098-7484	1538-3598		WOS:000241827700025	17090771	
J	Cohen-Mansfield, Jiska; Lipson, Steven					Cohen-Mansfield, Jiska/0000-0003-0209-7304			To hospitalize or not to hospitalize? That is the question: An analysis of decision making in the nursing home								BEHAVIORAL MEDICINE				32	2			64	70		10.3200/BMED.32.2.64-70				SUM 2006	2006	The authors examined the processes and factors that influence physicians' decision-making processes as regarding hospitalization of nursing home residents. In a large nonprofit nursing home, 6 full-time male physicians and I female nurse practitioner completed questionnaires that described the medical decision-making process for 52 nursing home residents for whom hospitalization was considered. The questionnaire covered the following topics: medical event description, the decision-making process, considerations in making treatment decisions, and the role of advance directives. Hospitalized residents had fewer treatments considered and fewer treatments chosen than those who were not hospitalized. Residents with fractures were the most commonly hospitalized residents, whereas residents in frailer conditions, with breathing problems, and for whom the physician considered quality of life to be most important were less likely to be hospitalized. The results of this study clarify the complexity of factors affecting the decision-making process and suggest a methodology that may assist in discerning those factors in the future.									19	0	0	0	4	0	19			0896-4289			WOS:000239401300004	16903616	
J	Feldt, KS								The complexity of managing pain for frail elders								JOURNAL OF THE AMERICAN GERIATRICS SOCIETY				52	5			840	841		10.1111/j.1532-5415.2004.52228.x				MAY 2004	2004										8	0	0	0	1	0	8			0002-8614			WOS:000220855300029	15086672	
J	McConnell, ES; Lekan-Rutledge, D; Nevidjon, B; Anderson, R					Anderson, Ruth/0000-0001-6640-644X			Complexity theory: A long-term care specialty practice exemplar for the education of advanced practice nurses								JOURNAL OF NURSING EDUCATION				43	2			84	87						FEB 2004	2004	This clinical exemplar highlights how an academic clinical practice supported gerontological nursing students as they learned evidence-based approaches to managing complex geriatric syndromes in long-term care. Urinary incontinence (UI), which occurs in more than two thirds of nursing home residents, was the focus of the faculty practice. Advanced practice nursing skills developed by students included advanced physical assessment and diagnostic reasoning techniques, critical appraisal of the scientific evidence for UI management, and the ability to teach evidence-based approaches to UI care to bedside nursing staff. Outcomes of the practice for the facilities included improved detection of urinary retention, reduced wetness rates, and strengthened systems of care for UI. Student outcomes included an increased sense of self-efficacy in management of UI and other complex geriatric problems. Complexity theory guides a discussion of how curriculum design and research-based practices can be implemented to enhance both student and facility outcomes.									11	1	0	0	0	0	12			0148-4834			WOS:000189031100010	14974517	
J	Tolson, D; Smith, M; Knight, P								An investigation of the components of best nursing practice in the care of acutely ill hospitalized older patients with coincidental dementia: a multi-method design								JOURNAL OF ADVANCED NURSING				30	5			1127	1136		10.1046/j.1365-2648.1999.01194.x				NOV 1999	1999	The main aim of this study was to examine, from the consumer's perspective, the components of best nursing practice in the care of acutely ill hospitalized elderly people who coincidentally suffered from dementia. Due to the complexity of the problem under investigation a triangulated design was formulated. This design comprised survey methodology, audit and critical incident technique. Data derived from each of these approaches were analysed first in isolation and subsequently combined at a conceptual level, The sample comprised 213 people aged 65 years and older, who were consecutive admissions from two acute medical and two acute care of elderly people wards. Sixty-six per cent of these individuals were found to suffer from cognitive impairment, 40% experiencing severe problems. The documentary survey revealed that patients with normal or severely abnormal cognitive functioning were more likely to have this noted than those with mild-moderate levels of impairment. No evidence of formal assessment was located and only 15% of these patients had items included in their nursing care plans associated with their chronic confusion. A sub-sample of 41 chronically confused people and their main hospital visitor were invited to participate in critical incident interviews. These conversations led to the identification of four major themes which reflected the most valued aspects of the nursing care which had been received or observed. The relationship between documentary care scores and the proportion of positive descriptions of care within each of the four themes was explored. The findings indicate that acute nursing care is deemed only to be at its best when it is delivered in tandem with dementia care. Discrete areas for practice development are identified and standards to guide nursing care are proposed. In addition to the practice development issues raised by the work, the methodological lessons further advance the practice of multi-method research.									39	0	0	0	1	0	39			0309-2402	1365-2648		WOS:000083384700034	10564412	
J	Bass, BA; Greger, LM								Stimulus complexity in reminiscence therapy and scores on the Beck Depression Inventory of a small group of nursing-home residents								PERCEPTUAL AND MOTOR SKILLS				82	3			973	974		10.2466/pms.1996.82.3.973				JUN 1996	1996	A pilot study of the efficacy of groups given single and multistimulus reminiscence therapy versus no treatment controls gave no significant effect in reducing depression in 12 nursing-home residents 68.5 yr. of age. However, the data indicate that effectiveness of treatment was likely attenuated by including participants with dementia.									8	1	0	0	1	0	9			0031-5125			WOS:A1996UP56000047	8774040	
J	DENNEHY, MA								HANDLE WITH CARE - CONSIDERATIONS AND APPROACHES TO NURSING THE FRAIL OLDER PERSON								TOPICS IN GERIATRIC REHABILITATION				11	2			44	54						DEC 1995	1995	As society ages, a challenge is presented to health care providers. The increased population of frail older persons, those over 85 years of age, poses a complexity of needs and concerns. The registered nurse is often called upon to be the coordinator of the team of health professionals striving to meet the needs of frail older patients. This article examines implications for the nursing care of the frail older person, using the nursing process. It also examines and considers interdisciplinary rehabilitative interventions appropriate for this population. Case studies are used to compare and contrast approaches for frail older persons in the home and in institutional settings.									0	0	0		0	0	0			0882-7524	1550-2414		WOS:A1995TF62200007		
J	MAGILVY, JK; CONGDON, JG; MARTINEZ, R					Magilvy, Joan K./0000-0001-5116-939X			CIRCLES OF CARE - HOME CARE AND COMMUNITY SUPPORT FOR RURAL OLDER ADULTS								ADVANCES IN NURSING SCIENCE				16	3			22	33		10.1097/00012272-199403000-00005				MAR 1994	1994	Rural dwelling, frail older adults are a vulnerable population owing to the complexity of health problems superimposed upon limited health care resources. Home care facilitates managing complex health needs and is congruent with rural valued independence. An ethnography was conducted to describe rural home care for frail older adults from the perspective of those delivering and receiving services. A major theme identified was ''Circles of Care.'' Grounded in rural culture. the circles assisted the system of formal care to work in harmony with informal care, maintaining independence for vulnerable rural elderly and their families.									30	0	0	0	2	0	30			0161-9268			WOS:A1994MX44100005	8203828	
J	VETTER, NJ; LEWIS, PA; LLEWELLYN, L								SUPPORTING ELDERLY DEPENDENT PEOPLE AT HOME								BRITISH MEDICAL JOURNAL				304	6837			1290	1292		10.1136/bmj.304.6837.1290				MAY 16 1992	1992	Objective-To clarify the relation between the dependency of elderly people and the assistance they receive from others by using a detailed but simple measure of dependency.Design - Secondary analysis of data from a survey of people aged 70 and over.Setting-Two general practices in south Wales.Subjects - 1280 people aged 70 and over.Main outcome measures-Dependency on others to perform essential functions; detailed data on who assists with those functions.Results-Increasing dependency was associated with increased use of more than one member of the family or friends and an increase in the provision of statutory services.Conclusion-The complexity of the relation between dependency and those who care for dependent people has previously been underestimated. The presence of providers of statutory services at the household of elderly dependent people suggests that these services can be developed further to help those caring for elderly people at home.									10	0	0	0	2	0	10			0959-8138			WOS:A1992HV08600027	1606435	
J	SILLIMAN, RA					Silliman, Rebecca/0000-0001-9958-8403			CARING FOR THE FRAIL OLDER PATIENT - THE DOCTOR-PATIENT-FAMILY CAREGIVER RELATIONSHIP								JOURNAL OF GENERAL INTERNAL MEDICINE				4	3			237	241		10.1007/BF02599531				MAY-JUN 1989	1989										40	0	0	0	9	0	39			0884-8734			WOS:A1989U652400010	2723837	
